Street id ; Street name; number of cars driving along the street 
115;ejd-b;0.0
116;b-fab;4.0
117;fab-b;1.0
118;b-fbf;3.0
119;fbf-b;2.0
120;b-fbh;1.0
121;fbh-b;1.0
122;b-feb;4.0
123;feb-b;2.0
124;b-ffi;0.0
125;ffi-b;3.0
126;b-gai;1.0
127;gai-b;3.0
128;b-gcg;0.0
129;gcg-b;0.0
130;b-gfh;1.0
131;gfh-b;1.0
132;b-hef;3.0
133;hef-b;4.0
134;b-hej;3.0
135;hej-b;2.0
136;b-idg;0.0
137;idg-b;2.0
138;b-iee;2.0
139;iee-b;4.0
140;b-ijf;2.0
141;ijf-b;1.0
142;b-jcd;4.0
143;jcd-b;0.0
144;b-jdh;0.0
145;jdh-b;0.0
146;b-jfe;1.0
147;jfe-b;3.0
148;b-jfi;0.0
149;jfi-b;0.0
150;b-jgd;1.0
151;jgd-b;1.0
152;b-jia;1.0
153;jia-b;5.0
154;b-badi;0.0
155;badi-b;2.0
156;b-baei;3.0
157;baei-b;0.0
158;b-bbah;1.0
159;bbah-b;2.0
160;b-bccg;1.0
161;bccg-b;3.0
162;b-bcje;4.0
163;bcje-b;0.0
164;b-bddc;1.0
165;bddc-b;4.0
166;b-bdde;3.0
167;bdde-b;3.0
168;b-bddf;1.0
169;bddf-b;0.0
170;b-bdeg;1.0
171;bdeg-b;1.0
172;b-bdgc;1.0
173;bdgc-b;2.0
174;b-beaa;1.0
175;beaa-b;2.0
176;b-beag;0.0
177;beag-b;2.0
178;b-bfja;0.0
179;bfja-b;4.0
180;b-bgca;2.0
181;bgca-b;1.0
182;b-bgcc;2.0
183;bgcc-b;3.0
184;b-bgea;5.0
185;bgea-b;0.0
186;b-bgha;2.0
187;bgha-b;0.0
188;b-bghj;0.0
189;bghj-b;2.0
190;b-bgib;2.0
191;bgib-b;0.0
192;b-bgii;5.0
193;bgii-b;0.0
194;b-bhag;1.0
195;bhag-b;1.0
196;b-bhej;2.0
197;bhej-b;0.0
198;b-bhff;3.0
199;bhff-b;1.0
200;b-bhii;3.0
201;bhii-b;5.0
202;b-biaf;1.0
203;biaf-b;1.0
204;b-bjid;3.0
205;bjid-b;2.0
206;b-cagf;2.0
207;cagf-b;4.0
208;b-cajh;3.0
209;cajh-b;0.0
210;b-ccea;2.0
211;ccea-b;3.0
212;b-cebi;2.0
213;cebi-b;5.0
214;b-cegc;3.0
215;cegc-b;1.0
216;b-cfeb;3.0
217;cfeb-b;0.0
218;b-chdc;1.0
219;chdc-b;1.0
220;b-cigb;1.0
221;cigb-b;2.0
222;b-ciih;1.0
223;ciih-b;3.0
224;b-cjce;2.0
225;cjce-b;4.0
226;b-cjfg;2.0
227;cjfg-b;1.0
228;b-cjij;1.0
229;cjij-b;1.0
230;b-dceb;1.0
231;dceb-b;2.0
232;b-ddbb;3.0
233;ddbb-b;3.0
234;b-ddii;1.0
235;ddii-b;0.0
236;b-dejb;3.0
237;dejb-b;2.0
238;b-dfbg;4.0
239;dfbg-b;0.0
240;b-diec;3.0
241;diec-b;4.0
242;b-digc;1.0
243;digc-b;2.0
244;b-dihd;6.0
245;dihd-b;3.0
246;b-dijf;2.0
247;dijf-b;1.0
248;b-djhf;3.0
249;djhf-b;1.0
250;b-ebch;1.0
251;ebch-b;0.0
252;b-ebfh;3.0
253;ebfh-b;0.0
254;b-ecdi;5.0
255;ecdi-b;3.0
256;b-ecei;0.0
257;ecei-b;2.0
258;b-ecgh;1.0
259;ecgh-b;0.0
260;b-edag;2.0
261;edag-b;0.0
262;b-egdb;0.0
263;egdb-b;2.0
264;b-egfg;1.0
265;egfg-b;0.0
266;b-egia;1.0
267;egia-b;3.0
268;b-egii;0.0
269;egii-b;2.0
270;b-ehaj;3.0
271;ehaj-b;2.0
272;b-eibb;1.0
273;eibb-b;3.0
274;b-eiee;2.0
275;eiee-b;0.0
276;b-ejae;0.0
277;ejae-b;4.0
278;b-fagb;1.0
279;fagb-b;1.0
280;b-fbfc;0.0
281;fbfc-b;3.0
282;b-fbgg;1.0
283;fbgg-b;2.0
284;b-fbhd;2.0
285;fbhd-b;2.0
286;b-fcce;1.0
287;fcce-b;2.0
288;b-fccg;1.0
289;fccg-b;1.0
290;b-fcfd;2.0
291;fcfd-b;4.0
292;b-fcge;3.0
293;fcge-b;1.0
294;b-fdbe;2.0
295;fdbe-b;2.0
296;b-fdcd;3.0
297;fdcd-b;1.0
298;b-fdea;4.0
299;fdea-b;3.0
300;b-fdgd;2.0
301;fdgd-b;5.0
302;b-fdid;3.0
303;fdid-b;2.0
304;b-fdif;4.0
305;fdif-b;0.0
306;b-fdig;1.0
307;fdig-b;1.0
308;b-ffaa;2.0
309;ffaa-b;2.0
310;b-ffag;4.0
311;ffag-b;1.0
312;b-ffie;1.0
313;ffie-b;4.0
314;b-fifg;0.0
315;fifg-b;1.0
316;b-fiih;4.0
317;fiih-b;0.0
318;b-fjdj;1.0
319;fjdj-b;2.0
320;b-fjei;3.0
321;fjei-b;2.0
322;b-fjgd;2.0
323;fjgd-b;2.0
324;b-gajh;3.0
325;gajh-b;0.0
326;b-gdgb;0.0
327;gdgb-b;2.0
328;b-gecc;2.0
329;gecc-b;2.0
330;b-gecg;4.0
331;gecg-b;1.0
332;b-gifj;2.0
333;gifj-b;2.0
334;b-giga;1.0
335;giga-b;1.0
336;b-hbgb;0.0
337;hbgb-b;1.0
338;b-hbjj;2.0
339;hbjj-b;1.0
340;b-hcge;3.0
341;hcge-b;3.0
342;b-heah;1.0
343;heah-b;3.0
344;b-hfjd;0.0
345;hfjd-b;3.0
346;b-hgcc;1.0
347;hgcc-b;3.0
348;b-hidc;2.0
349;hidc-b;0.0
350;b-hjdf;2.0
351;hjdf-b;1.0
352;c-g;0.0
353;g-c;2.0
354;c-h;4.0
355;h-c;1.0
356;c-i;1.0
357;i-c;3.0
358;c-ba;4.0
359;ba-c;1.0
360;c-bb;2.0
361;bb-c;1.0
362;c-bc;0.0
363;bc-c;1.0
364;c-bh;0.0
365;bh-c;2.0
366;c-bi;1.0
367;bi-c;4.0
368;c-ca;0.0
369;ca-c;0.0
370;c-cc;0.0
371;cc-c;2.0
372;c-ce;1.0
373;ce-c;2.0
374;c-db;0.0
375;db-c;2.0
376;c-dc;1.0
377;dc-c;3.0
378;c-ed;2.0
379;ed-c;3.0
380;c-fa;2.0
381;fa-c;4.0
382;c-fe;1.0
383;fe-c;1.0
384;c-fi;3.0
385;fi-c;0.0
386;c-gh;5.0
387;gh-c;3.0
388;c-ib;0.0
389;ib-c;2.0
390;c-id;3.0
391;id-c;0.0
392;c-ig;2.0
393;ig-c;1.0
394;c-ii;1.0
395;ii-c;2.0
396;c-jh;1.0
397;jh-c;3.0
398;c-bac;1.0
399;bac-c;1.0
400;c-bfe;1.0
401;bfe-c;4.0
402;c-bgg;3.0
403;bgg-c;1.0
404;c-bha;1.0
405;bha-c;2.0
406;c-bih;2.0
407;bih-c;2.0
408;c-bji;3.0
409;bji-c;0.0
410;c-cag;2.0
411;cag-c;0.0
412;c-ccf;3.0
413;ccf-c;3.0
414;c-cdh;0.0
415;cdh-c;4.0
416;c-cge;3.0
417;cge-c;2.0
418;c-cgf;1.0
419;cgf-c;2.0
420;c-cjj;2.0
421;cjj-c;0.0
422;c-dbh;1.0
423;dbh-c;0.0
424;c-deb;1.0
425;deb-c;0.0
426;c-dfj;4.0
427;dfj-c;1.0
428;c-dgf;2.0
429;dgf-c;0.0
430;c-dgj;1.0
431;dgj-c;1.0
432;c-dhe;1.0
433;dhe-c;2.0
434;c-ebg;1.0
435;ebg-c;0.0
436;c-eca;4.0
437;eca-c;1.0
438;c-ecc;3.0
439;ecc-c;1.0
440;c-eee;2.0
441;eee-c;3.0
442;c-efb;2.0
443;efb-c;2.0
444;c-efg;2.0
445;efg-c;4.0
446;c-eji;1.0
447;eji-c;1.0
448;c-fai;1.0
449;fai-c;3.0
450;c-fba;3.0
451;fba-c;8.0
452;c-fbj;0.0
453;fbj-c;4.0
454;c-fcc;2.0
455;fcc-c;2.0
456;c-fcf;2.0
457;fcf-c;1.0
458;c-ffe;0.0
459;ffe-c;3.0
460;c-fja;3.0
461;fja-c;0.0
462;c-gag;2.0
463;gag-c;1.0
464;c-gbb;0.0
465;gbb-c;1.0
466;c-gbc;2.0
467;gbc-c;4.0
468;c-gca;3.0
469;gca-c;0.0
470;c-gfg;1.0
471;gfg-c;0.0
472;c-gfi;3.0
473;gfi-c;4.0
474;c-ggb;0.0
475;ggb-c;2.0
476;c-ggd;2.0
477;ggd-c;2.0
478;c-ghd;2.0
479;ghd-c;3.0
480;c-gih;1.0
481;gih-c;2.0
482;c-gjc;1.0
483;gjc-c;1.0
484;c-hdc;0.0
485;hdc-c;1.0
486;c-hdd;3.0
487;hdd-c;2.0
488;c-hdj;1.0
489;hdj-c;2.0
490;c-hhd;1.0
491;hhd-c;2.0
492;c-hhi;0.0
493;hhi-c;3.0
494;c-hia;2.0
495;hia-c;2.0
496;c-hji;1.0
497;hji-c;1.0
498;c-ibd;3.0
499;ibd-c;1.0
500;c-icj;1.0
501;icj-c;3.0
502;c-ihh;1.0
503;ihh-c;2.0
504;c-iic;0.0
505;iic-c;1.0
506;c-jhd;2.0
507;jhd-c;2.0
508;c-jig;0.0
509;jig-c;3.0
510;c-jih;3.0
511;jih-c;5.0
512;c-jjh;2.0
513;jjh-c;3.0
514;c-bach;2.0
515;bach-c;2.0
516;c-badi;2.0
517;badi-c;1.0
518;c-baig;1.0
519;baig-c;1.0
520;c-bbeb;0.0
521;bbeb-c;1.0
522;c-bcbd;1.0
523;bcbd-c;2.0
524;c-bccd;0.0
525;bccd-c;1.0
526;c-bceg;2.0
527;bceg-c;1.0
528;c-bcgf;1.0
529;bcgf-c;2.0
530;c-bdcf;2.0
531;bdcf-c;2.0
532;c-bdec;4.0
533;bdec-c;2.0
534;c-bdff;2.0
535;bdff-c;1.0
536;c-bdid;2.0
537;bdid-c;3.0
538;c-bede;4.0
539;bede-c;4.0
540;c-befb;1.0
541;befb-c;2.0
542;c-befc;0.0
543;befc-c;6.0
544;c-bege;1.0
545;bege-c;3.0
546;c-beie;1.0
547;beie-c;1.0
548;c-beig;1.0
549;beig-c;2.0
550;c-bejj;2.0
551;bejj-c;1.0
552;c-bfij;4.0
553;bfij-c;1.0
554;c-bged;3.0
555;bged-c;1.0
556;c-bgej;2.0
557;bgej-c;0.0
558;c-bghd;0.0
559;bghd-c;0.0
560;c-bghi;1.0
561;bghi-c;0.0
562;c-bgid;3.0
563;bgid-c;2.0
564;c-bhcd;0.0
565;bhcd-c;5.0
566;c-bhde;1.0
567;bhde-c;0.0
568;c-bhdj;0.0
569;bhdj-c;3.0
570;c-bhfa;2.0
571;bhfa-c;0.0
572;c-bhhh;4.0
573;bhhh-c;0.0
574;c-biai;2.0
575;biai-c;1.0
576;c-bjff;1.0
577;bjff-c;3.0
578;c-bjge;2.0
579;bjge-c;1.0
580;c-bjih;1.0
581;bjih-c;1.0
582;c-cacf;0.0
583;cacf-c;0.0
584;c-cadg;2.0
585;cadg-c;0.0
586;c-cbaj;1.0
587;cbaj-c;2.0
588;c-cbci;0.0
589;cbci-c;1.0
590;c-cbgb;1.0
591;cbgb-c;3.0
592;c-cbib;5.0
593;cbib-c;1.0
594;c-ccag;4.0
595;ccag-c;0.0
596;c-ccci;1.0
597;ccci-c;1.0
598;c-ccde;1.0
599;ccde-c;2.0
600;c-ccei;1.0
601;ccei-c;2.0
602;c-ccif;2.0
603;ccif-c;3.0
604;c-ccja;0.0
605;ccja-c;1.0
606;c-cdda;2.0
607;cdda-c;3.0
608;c-cddb;1.0
609;cddb-c;2.0
610;c-cdhj;5.0
611;cdhj-c;2.0
612;c-cdie;0.0
613;cdie-c;3.0
614;c-cdij;0.0
615;cdij-c;1.0
616;c-cedf;2.0
617;cedf-c;2.0
618;c-ceed;1.0
619;ceed-c;1.0
620;c-cejf;3.0
621;cejf-c;2.0
622;c-cfdg;1.0
623;cfdg-c;0.0
624;c-cfdh;2.0
625;cfdh-c;3.0
626;c-cfeh;5.0
627;cfeh-c;1.0
628;c-cffh;2.0
629;cffh-c;6.0
630;c-cfgd;0.0
631;cfgd-c;1.0
632;c-cgch;0.0
633;cgch-c;2.0
634;c-cgda;0.0
635;cgda-c;0.0
636;c-cged;1.0
637;cged-c;1.0
638;c-cghh;1.0
639;cghh-c;2.0
640;c-cieg;3.0
641;cieg-c;1.0
642;c-cjbi;1.0
643;cjbi-c;2.0
644;c-cjdj;3.0
645;cjdj-c;2.0
646;c-daha;1.0
647;daha-c;3.0
648;c-dbfg;2.0
649;dbfg-c;3.0
650;c-dcab;5.0
651;dcab-c;4.0
652;c-ddah;1.0
653;ddah-c;1.0
654;c-ddgc;2.0
655;ddgc-c;1.0
656;c-ddjc;0.0
657;ddjc-c;4.0
658;c-deba;3.0
659;deba-c;2.0
660;c-decd;3.0
661;decd-c;1.0
662;c-deid;2.0
663;deid-c;1.0
664;c-dgga;5.0
665;dgga-c;0.0
666;c-dhah;2.0
667;dhah-c;2.0
668;c-dife;2.0
669;dife-c;1.0
670;c-dihf;0.0
671;dihf-c;2.0
672;c-djaj;5.0
673;djaj-c;2.0
674;c-eaac;3.0
675;eaac-c;1.0
676;c-eadf;1.0
677;eadf-c;1.0
678;c-eagh;1.0
679;eagh-c;0.0
680;c-eaja;4.0
681;eaja-c;3.0
682;c-ebea;1.0
683;ebea-c;3.0
684;c-eced;0.0
685;eced-c;1.0
686;c-ecjf;2.0
687;ecjf-c;1.0
688;c-edcc;4.0
689;edcc-c;1.0
690;c-eeda;1.0
691;eeda-c;1.0
692;c-eedd;2.0
693;eedd-c;1.0
694;c-eegh;1.0
695;eegh-c;1.0
696;c-efeg;1.0
697;efeg-c;3.0
698;c-effh;4.0
699;effh-c;2.0
700;c-effj;2.0
701;effj-c;2.0
702;c-efgc;2.0
703;efgc-c;1.0
704;c-egbe;1.0
705;egbe-c;2.0
706;c-eggi;3.0
707;eggi-c;0.0
708;c-egid;0.0
709;egid-c;0.0
710;c-ehdc;3.0
711;ehdc-c;3.0
712;c-eheh;2.0
713;eheh-c;3.0
714;c-ehif;2.0
715;ehif-c;1.0
716;c-eidf;0.0
717;eidf-c;3.0
718;c-eiic;0.0
719;eiic-c;4.0
720;c-eijc;2.0
721;eijc-c;0.0
722;c-ejid;0.0
723;ejid-c;1.0
724;c-fbbf;1.0
725;fbbf-c;3.0
726;c-fbci;2.0
727;fbci-c;2.0
728;c-fbfa;2.0
729;fbfa-c;1.0
730;c-fcci;2.0
731;fcci-c;1.0
732;c-fdej;1.0
733;fdej-c;1.0
734;c-feah;1.0
735;feah-c;1.0
736;c-fegd;1.0
737;fegd-c;2.0
738;c-fehd;4.0
739;fehd-c;1.0
740;c-ffaf;1.0
741;ffaf-c;2.0
742;c-ffbd;4.0
743;ffbd-c;1.0
744;c-fgab;3.0
745;fgab-c;2.0
746;c-fgei;3.0
747;fgei-c;3.0
748;c-fhbe;1.0
749;fhbe-c;3.0
750;c-fhfj;0.0
751;fhfj-c;2.0
752;c-fhic;1.0
753;fhic-c;3.0
754;c-fifh;1.0
755;fifh-c;2.0
756;c-fiic;1.0
757;fiic-c;2.0
758;c-fijb;3.0
759;fijb-c;3.0
760;c-fijg;1.0
761;fijg-c;2.0
762;c-fjaf;0.0
763;fjaf-c;1.0
764;c-fjic;4.0
765;fjic-c;1.0
766;c-fjig;1.0
767;fjig-c;3.0
768;c-gbag;1.0
769;gbag-c;1.0
770;c-gcgc;1.0
771;gcgc-c;4.0
772;c-gdgd;0.0
773;gdgd-c;2.0
774;c-gecd;3.0
775;gecd-c;2.0
776;c-gede;3.0
777;gede-c;2.0
778;c-gegb;1.0
779;gegb-c;0.0
780;c-ggdb;0.0
781;ggdb-c;0.0
782;c-ghcd;0.0
783;ghcd-c;3.0
784;c-ghce;2.0
785;ghce-c;1.0
786;c-ghfe;2.0
787;ghfe-c;0.0
788;c-ghga;1.0
789;ghga-c;2.0
790;c-ghgb;1.0
791;ghgb-c;3.0
792;c-ghjh;0.0
793;ghjh-c;2.0
794;c-giaj;3.0
795;giaj-c;1.0
796;c-gjbg;2.0
797;gjbg-c;2.0
798;c-gjha;4.0
799;gjha-c;0.0
800;c-gjhf;2.0
801;gjhf-c;1.0
802;c-hagc;3.0
803;hagc-c;1.0
804;c-haid;0.0
805;haid-c;4.0
806;c-hbga;8.0
807;hbga-c;1.0
808;c-hbhj;1.0
809;hbhj-c;0.0
810;c-hcga;0.0
811;hcga-c;0.0
812;c-hddg;3.0
813;hddg-c;2.0
814;c-hfdc;0.0
815;hfdc-c;0.0
816;c-hfij;4.0
817;hfij-c;3.0
818;c-hgbb;3.0
819;hgbb-c;2.0
820;c-hgda;2.0
821;hgda-c;0.0
822;c-hhbh;4.0
823;hhbh-c;0.0
824;c-hhje;4.0
825;hhje-c;1.0
826;c-hibd;3.0
827;hibd-c;0.0
828;c-hihh;3.0
829;hihh-c;0.0
830;c-hjaf;0.0
831;hjaf-c;1.0
832;d-g;0.0
833;g-d;1.0
834;d-h;2.0
835;h-d;4.0
836;d-bb;0.0
837;bb-d;2.0
838;d-be;3.0
839;be-d;1.0
840;d-bi;4.0
841;bi-d;1.0
842;d-ef;2.0
843;ef-d;1.0
844;d-ei;4.0
845;ei-d;3.0
846;d-jf;2.0
847;jf-d;1.0
848;d-jh;5.0
849;jh-d;1.0
850;d-bbi;1.0
851;bbi-d;3.0
852;d-bdh;1.0
853;bdh-d;2.0
854;d-bfa;1.0
855;bfa-d;0.0
856;d-bhc;0.0
857;bhc-d;0.0
858;d-bhh;1.0
859;bhh-d;4.0
860;d-cbe;1.0
861;cbe-d;3.0
862;d-cee;1.0
863;cee-d;5.0
864;d-ceg;2.0
865;ceg-d;5.0
866;d-dgf;1.0
867;dgf-d;0.0
868;d-djb;0.0
869;djb-d;4.0
870;d-eag;1.0
871;eag-d;1.0
872;d-eah;2.0
873;eah-d;2.0
874;d-ebe;1.0
875;ebe-d;3.0
876;d-eed;2.0
877;eed-d;1.0
878;d-ehb;2.0
879;ehb-d;2.0
880;d-fif;2.0
881;fif-d;3.0
882;d-ggh;4.0
883;ggh-d;3.0
884;d-hfg;0.0
885;hfg-d;1.0
886;d-hgd;2.0
887;hgd-d;2.0
888;d-hgf;3.0
889;hgf-d;2.0
890;d-hia;2.0
891;hia-d;3.0
892;d-hje;4.0
893;hje-d;2.0
894;d-ihj;2.0
895;ihj-d;3.0
896;d-jae;0.0
897;jae-d;0.0
898;d-jhc;3.0
899;jhc-d;1.0
900;d-bbec;1.0
901;bbec-d;1.0
902;d-bcbc;1.0
903;bcbc-d;1.0
904;d-bccf;3.0
905;bccf-d;1.0
906;d-bfcb;0.0
907;bfcb-d;0.0
908;d-bggi;2.0
909;bggi-d;2.0
910;d-bhei;2.0
911;bhei-d;4.0
912;d-bjec;1.0
913;bjec-d;1.0
914;d-ccda;2.0
915;ccda-d;2.0
916;d-ccie;0.0
917;ccie-d;5.0
918;d-ccjb;0.0
919;ccjb-d;2.0
920;d-cdgi;3.0
921;cdgi-d;2.0
922;d-cdha;2.0
923;cdha-d;0.0
924;d-cefh;1.0
925;cefh-d;2.0
926;d-cffi;1.0
927;cffi-d;0.0
928;d-cgfj;3.0
929;cgfj-d;0.0
930;d-chhf;3.0
931;chhf-d;0.0
932;d-ciaa;2.0
933;ciaa-d;4.0
934;d-cifd;2.0
935;cifd-d;1.0
936;d-cjhd;4.0
937;cjhd-d;3.0
938;d-dabe;3.0
939;dabe-d;0.0
940;d-dbfa;6.0
941;dbfa-d;2.0
942;d-dcdf;2.0
943;dcdf-d;2.0
944;d-ddic;2.0
945;ddic-d;1.0
946;d-deaa;2.0
947;deaa-d;3.0
948;d-dega;2.0
949;dega-d;4.0
950;d-deig;0.0
951;deig-d;2.0
952;d-dfcc;4.0
953;dfcc-d;2.0
954;d-dfgf;1.0
955;dfgf-d;1.0
956;d-djie;4.0
957;djie-d;1.0
958;d-eaba;1.0
959;eaba-d;3.0
960;d-eaib;1.0
961;eaib-d;2.0
962;d-ebhh;4.0
963;ebhh-d;0.0
964;d-ecib;0.0
965;ecib-d;1.0
966;d-ecjb;1.0
967;ecjb-d;3.0
968;d-eejf;3.0
969;eejf-d;0.0
970;d-ejib;2.0
971;ejib-d;3.0
972;d-ejjj;1.0
973;ejjj-d;2.0
974;d-fbie;3.0
975;fbie-d;3.0
976;d-fcdh;4.0
977;fcdh-d;1.0
978;d-fdad;3.0
979;fdad-d;3.0
980;d-fdai;3.0
981;fdai-d;5.0
982;d-fdec;4.0
983;fdec-d;2.0
984;d-feaf;2.0
985;feaf-d;3.0
986;d-ffcf;4.0
987;ffcf-d;3.0
988;d-fgaf;3.0
989;fgaf-d;2.0
990;d-fgbb;1.0
991;fgbb-d;4.0
992;d-fibg;3.0
993;fibg-d;2.0
994;d-fifc;2.0
995;fifc-d;0.0
996;d-fjhd;2.0
997;fjhd-d;2.0
998;d-gaeb;0.0
999;gaeb-d;2.0
1000;d-gaie;1.0
1001;gaie-d;3.0
1002;d-gbhi;1.0
1003;gbhi-d;3.0
1004;d-gdji;2.0
1005;gdji-d;1.0
1006;d-ggfa;3.0
1007;ggfa-d;4.0
1008;d-ghjb;2.0
1009;ghjb-d;0.0
1010;d-gjha;1.0
1011;gjha-d;1.0
1012;d-hjdf;1.0
1013;hjdf-d;1.0
1014;e-g;1.0
1015;g-e;1.0
1016;e-h;0.0
1017;h-e;3.0
1018;e-j;1.0
1019;j-e;0.0
1020;e-ba;1.0
1021;ba-e;0.0
1022;e-bb;1.0
1023;bb-e;1.0
1024;e-be;1.0
1025;be-e;1.0
1026;e-bj;3.0
1027;bj-e;1.0
1028;e-cb;1.0
1029;cb-e;1.0
1030;e-cg;1.0
1031;cg-e;2.0
1032;e-ch;1.0
1033;ch-e;3.0
1034;e-dj;3.0
1035;dj-e;4.0
1036;e-ee;2.0
1037;ee-e;1.0
1038;e-id;1.0
1039;id-e;1.0
1040;e-ih;1.0
1041;ih-e;2.0
1042;e-ij;4.0
1043;ij-e;3.0
1044;e-jb;2.0
1045;jb-e;3.0
1046;e-bca;2.0
1047;bca-e;2.0
1048;e-bee;1.0
1049;bee-e;3.0
1050;e-beh;0.0
1051;beh-e;1.0
1052;e-bei;6.0
1053;bei-e;2.0
1054;e-bgf;4.0
1055;bgf-e;2.0
1056;e-bha;4.0
1057;bha-e;1.0
1058;e-bjf;0.0
1059;bjf-e;1.0
1060;e-cah;1.0
1061;cah-e;2.0
1062;e-cdb;1.0
1063;cdb-e;1.0
1064;e-cih;3.0
1065;cih-e;1.0
1066;e-ddi;1.0
1067;ddi-e;3.0
1068;e-deb;4.0
1069;deb-e;1.0
1070;e-dgi;6.0
1071;dgi-e;4.0
1072;e-djc;2.0
1073;djc-e;2.0
1074;e-ebe;3.0
1075;ebe-e;1.0
1076;e-egj;1.0
1077;egj-e;2.0
1078;e-eha;2.0
1079;eha-e;2.0
1080;e-fbe;3.0
1081;fbe-e;1.0
1082;e-fcf;2.0
1083;fcf-e;0.0
1084;e-fci;4.0
1085;fci-e;0.0
1086;e-feg;1.0
1087;feg-e;0.0
1088;e-gff;1.0
1089;gff-e;0.0
1090;e-ghc;2.0
1091;ghc-e;1.0
1092;e-hbc;2.0
1093;hbc-e;2.0
1094;e-hjj;2.0
1095;hjj-e;2.0
1096;e-ibi;3.0
1097;ibi-e;1.0
1098;e-iga;1.0
1099;iga-e;2.0
1100;e-igb;2.0
1101;igb-e;0.0
1102;e-igh;2.0
1103;igh-e;3.0
1104;e-jaa;0.0
1105;jaa-e;2.0
1106;e-jbf;3.0
1107;jbf-e;2.0
1108;e-bacc;1.0
1109;bacc-e;2.0
1110;e-badg;3.0
1111;badg-e;2.0
1112;e-bajj;0.0
1113;bajj-e;0.0
1114;e-bbjc;1.0
1115;bbjc-e;2.0
1116;e-bcai;0.0
1117;bcai-e;2.0
1118;e-bccg;2.0
1119;bccg-e;1.0
1120;e-bcdh;0.0
1121;bcdh-e;1.0
1122;e-bdad;2.0
1123;bdad-e;4.0
1124;e-bdch;2.0
1125;bdch-e;2.0
1126;e-bdjd;0.0
1127;bdjd-e;1.0
1128;e-bebf;2.0
1129;bebf-e;2.0
1130;e-becj;3.0
1131;becj-e;2.0
1132;e-bfje;2.0
1133;bfje-e;1.0
1134;e-bgac;2.0
1135;bgac-e;0.0
1136;e-bgfg;4.0
1137;bgfg-e;2.0
1138;e-bgih;5.0
1139;bgih-e;1.0
1140;e-bhch;0.0
1141;bhch-e;2.0
1142;e-bhjd;0.0
1143;bhjd-e;2.0
1144;e-biac;1.0
1145;biac-e;3.0
1146;e-bicc;0.0
1147;bicc-e;0.0
1148;e-biji;5.0
1149;biji-e;3.0
1150;e-caai;0.0
1151;caai-e;5.0
1152;e-cabh;1.0
1153;cabh-e;1.0
1154;e-cabj;3.0
1155;cabj-e;3.0
1156;e-cagc;2.0
1157;cagc-e;0.0
1158;e-cbbb;2.0
1159;cbbb-e;0.0
1160;e-cbei;3.0
1161;cbei-e;1.0
1162;e-ccff;1.0
1163;ccff-e;2.0
1164;e-cdbe;1.0
1165;cdbe-e;1.0
