Intersection id ; number of passing cars 
399 ; 65.0 
400 ; 313.0 
401 ; 85.0 
402 ; 41.0 
403 ; 15.0 
404 ; 316.0 
405 ; 13.0 
406 ; 22.0 
407 ; 368.0 
408 ; 99.0 
409 ; 31.0 
410 ; 192.0 
411 ; 71.0 
412 ; 5.0 
413 ; 159.0 
414 ; 26.0 
415 ; 6.0 
416 ; 6.0 
417 ; 235.0 
418 ; 42.0 
419 ; 165.0 
420 ; 307.0 
421 ; 43.0 
422 ; 115.0 
423 ; 322.0 
424 ; 13.0 
425 ; 28.0 
426 ; 343.0 
427 ; 243.0 
428 ; 66.0 
429 ; 20.0 
430 ; 88.0 
431 ; 34.0 
432 ; 13.0 
433 ; 83.0 
434 ; 214.0 
435 ; 56.0 
436 ; 32.0 
437 ; 87.0 
438 ; 30.0 
439 ; 214.0 
440 ; 10.0 
441 ; 18.0 
442 ; 47.0 
443 ; 481.0 
444 ; 19.0 
445 ; 45.0 
446 ; 18.0 
447 ; 7.0 
448 ; 298.0 
449 ; 52.0 
450 ; 65.0 
451 ; 14.0 
452 ; 22.0 
453 ; 133.0 
454 ; 353.0 
455 ; 314.0 
456 ; 284.0 
457 ; 101.0 
458 ; 18.0 
459 ; 24.0 
460 ; 160.0 
461 ; 115.0 
462 ; 4.0 
463 ; 119.0 
464 ; 20.0 
465 ; 232.0 
466 ; 47.0 
467 ; 11.0 
468 ; 10.0 
469 ; 74.0 
470 ; 325.0 
471 ; 113.0 
472 ; 39.0 
473 ; 332.0 
474 ; 67.0 
475 ; 10.0 
476 ; 75.0 
477 ; 35.0 
478 ; 108.0 
479 ; 27.0 
480 ; 10.0 
481 ; 242.0 
482 ; 134.0 
483 ; 26.0 
484 ; 37.0 
485 ; 11.0 
486 ; 19.0 
487 ; 11.0 
488 ; 45.0 
489 ; 41.0 
490 ; 173.0 
491 ; 22.0 
492 ; 114.0 
493 ; 60.0 
494 ; 38.0 
495 ; 23.0 
496 ; 189.0 
497 ; 5.0 
498 ; 22.0 
499 ; 37.0 
500 ; 33.0 
501 ; 3.0 
502 ; 64.0 
503 ; 168.0 
504 ; 134.0 
505 ; 10.0 
506 ; 264.0 
507 ; 3.0 
508 ; 23.0 
509 ; 26.0 
510 ; 184.0 
511 ; 37.0 
512 ; 14.0 
513 ; 34.0 
514 ; 26.0 
515 ; 12.0 
516 ; 7.0 
517 ; 25.0 
518 ; 22.0 
519 ; 129.0 
520 ; 37.0 
521 ; 76.0 
522 ; 125.0 
523 ; 100.0 
524 ; 97.0 
525 ; 74.0 
526 ; 48.0 
527 ; 48.0 
528 ; 45.0 
529 ; 11.0 
530 ; 85.0 
531 ; 268.0 
532 ; 39.0 
533 ; 142.0 
534 ; 5.0 
535 ; 110.0 
536 ; 40.0 
537 ; 69.0 
538 ; 37.0 
539 ; 94.0 
540 ; 76.0 
541 ; 98.0 
542 ; 209.0 
543 ; 42.0 
544 ; 53.0 
545 ; 363.0 
546 ; 140.0 
547 ; 30.0 
548 ; 150.0 
549 ; 12.0 
550 ; 100.0 
551 ; 55.0 
552 ; 34.0 
553 ; 27.0 
554 ; 17.0 
555 ; 48.0 
556 ; 3.0 
557 ; 20.0 
558 ; 21.0 
559 ; 36.0 
560 ; 73.0 
561 ; 271.0 
562 ; 61.0 
563 ; 60.0 
564 ; 66.0 
565 ; 8.0 
566 ; 5.0 
567 ; 30.0 
568 ; 220.0 
569 ; 155.0 
570 ; 25.0 
571 ; 409.0 
572 ; 370.0 
573 ; 19.0 
574 ; 25.0 
575 ; 7.0 
576 ; 35.0 
577 ; 1.0 
578 ; 149.0 
579 ; 19.0 
580 ; 55.0 
581 ; 20.0 
582 ; 104.0 
583 ; 318.0 
584 ; 33.0 
585 ; 48.0 
586 ; 36.0 
587 ; 5.0 
588 ; 27.0 
589 ; 10.0 
590 ; 36.0 
591 ; 139.0 
592 ; 351.0 
593 ; 5.0 
594 ; 20.0 
595 ; 7.0 
596 ; 9.0 
597 ; 13.0 
598 ; 48.0 
599 ; 18.0 
600 ; 301.0 
601 ; 342.0 
602 ; 1.0 
603 ; 172.0 
604 ; 25.0 
605 ; 1.0 
606 ; 8.0 
607 ; 34.0 
608 ; 3.0 
609 ; 262.0 
610 ; 180.0 
611 ; 70.0 
612 ; 38.0 
613 ; 35.0 
614 ; 291.0 
615 ; 33.0 
616 ; 35.0 
617 ; 26.0 
618 ; 67.0 
619 ; 103.0 
620 ; 14.0 
621 ; 60.0 
622 ; 100.0 
623 ; 17.0 
624 ; 5.0 
625 ; 14.0 
626 ; 19.0 
627 ; 61.0 
628 ; 104.0 
629 ; 26.0 
630 ; 29.0 
631 ; 348.0 
632 ; 44.0 
633 ; 17.0 
634 ; 38.0 
635 ; 112.0 
636 ; 146.0 
637 ; 402.0 
638 ; 4.0 
639 ; 15.0 
640 ; 34.0 
641 ; 30.0 
642 ; 20.0 
643 ; 16.0 
644 ; 3.0 
645 ; 64.0 
646 ; 39.0 
647 ; 109.0 
648 ; 60.0 
649 ; 60.0 
650 ; 29.0 
651 ; 299.0 
652 ; 16.0 
653 ; 80.0 
654 ; 79.0 
655 ; 379.0 
656 ; 23.0 
657 ; 14.0 
658 ; 140.0 
659 ; 10.0 
660 ; 24.0 
661 ; 23.0 
662 ; 26.0 
663 ; 42.0 
664 ; 126.0 
665 ; 50.0 
666 ; 292.0 
667 ; 3.0 
668 ; 52.0 
669 ; 0.0 
670 ; 42.0 
671 ; 106.0 
672 ; 164.0 
673 ; 59.0 
674 ; 10.0 
675 ; 9.0 
676 ; 16.0 
677 ; 29.0 
678 ; 68.0 
679 ; 159.0 
680 ; 21.0 
681 ; 275.0 
682 ; 35.0 
683 ; 164.0 
684 ; 69.0 
685 ; 299.0 
686 ; 5.0 
687 ; 141.0 
688 ; 38.0 
689 ; 55.0 
690 ; 17.0 
691 ; 1.0 
692 ; 484.0 
693 ; 5.0 
694 ; 56.0 
695 ; 133.0 
696 ; 114.0 
697 ; 103.0 
698 ; 3.0 
699 ; 17.0 
700 ; 54.0 
701 ; 17.0 
702 ; 12.0 
703 ; 7.0 
704 ; 308.0 
705 ; 550.0 
706 ; 72.0 
707 ; 91.0 
708 ; 19.0 
709 ; 176.0 
710 ; 41.0 
711 ; 48.0 
712 ; 52.0 
713 ; 158.0 
714 ; 107.0 
715 ; 28.0 
716 ; 72.0 
717 ; 179.0 
718 ; 26.0 
719 ; 271.0 
720 ; 40.0 
721 ; 299.0 
722 ; 4.0 
723 ; 270.0 
724 ; 46.0 
725 ; 178.0 
726 ; 116.0 
727 ; 33.0 
728 ; 80.0 
729 ; 68.0 
730 ; 64.0 
731 ; 196.0 
732 ; 129.0 
733 ; 43.0 
734 ; 57.0 
735 ; 84.0 
736 ; 136.0 
737 ; 31.0 
738 ; 45.0 
739 ; 46.0 
740 ; 128.0 
741 ; 10.0 
742 ; 96.0 
743 ; 21.0 
744 ; 56.0 
745 ; 152.0 
746 ; 19.0 
747 ; 52.0 
748 ; 17.0 
749 ; 33.0 
750 ; 14.0 
751 ; 37.0 
752 ; 19.0 
753 ; 16.0 
754 ; 39.0 
755 ; 4.0 
756 ; 262.0 
757 ; 61.0 
758 ; 377.0 
759 ; 134.0 
760 ; 49.0 
761 ; 34.0 
762 ; 101.0 
763 ; 31.0 
764 ; 239.0 
765 ; 60.0 
766 ; 10.0 
767 ; 477.0 
768 ; 117.0 
769 ; 1.0 
770 ; 72.0 
771 ; 32.0 
772 ; 64.0 
773 ; 169.0 
774 ; 54.0 
775 ; 22.0 
776 ; 40.0 
777 ; 5.0 
778 ; 36.0 
779 ; 99.0 
780 ; 55.0 
781 ; 126.0 
782 ; 144.0 
783 ; 19.0 
784 ; 9.0 
785 ; 35.0 
786 ; 22.0 
787 ; 92.0 
788 ; 205.0 
789 ; 71.0 
790 ; 33.0 
791 ; 206.0 
792 ; 164.0 
793 ; 363.0 
794 ; 333.0 
795 ; 178.0 
796 ; 30.0 
797 ; 7.0 
798 ; 136.0 
799 ; 67.0 
800 ; 449.0 
801 ; 170.0 
802 ; 36.0 
803 ; 31.0 
804 ; 240.0 
805 ; 69.0 
806 ; 292.0 
807 ; 11.0 
808 ; 69.0 
809 ; 22.0 
810 ; 118.0 
811 ; 16.0 
812 ; 6.0 
813 ; 119.0 
814 ; 96.0 
815 ; 75.0 
816 ; 39.0 
817 ; 320.0 
818 ; 46.0 
819 ; 77.0 
820 ; 38.0 
821 ; 351.0 
822 ; 3.0 
823 ; 131.0 
824 ; 258.0 
825 ; 93.0 
826 ; 318.0 
827 ; 17.0 
828 ; 299.0 
829 ; 24.0 
830 ; 66.0 
831 ; 63.0 
832 ; 110.0 
833 ; 76.0 
834 ; 1.0 
835 ; 68.0 
836 ; 72.0 
837 ; 3.0 
838 ; 347.0 
839 ; 56.0 
840 ; 296.0 
841 ; 62.0 
842 ; 250.0 
843 ; 102.0 
844 ; 19.0 
845 ; 84.0 
846 ; 83.0 
847 ; 45.0 
848 ; 118.0 
849 ; 253.0 
850 ; 122.0 
851 ; 83.0 
852 ; 271.0 
853 ; 151.0 
854 ; 238.0 
855 ; 89.0 
856 ; 126.0 
857 ; 44.0 
858 ; 19.0 
859 ; 0.0 
860 ; 24.0 
861 ; 56.0 
862 ; 60.0 
863 ; 25.0 
864 ; 74.0 
865 ; 2.0 
866 ; 1.0 
867 ; 20.0 
868 ; 16.0 
869 ; 53.0 
870 ; 315.0 
871 ; 11.0 
872 ; 15.0 
873 ; 214.0 
874 ; 47.0 
875 ; 147.0 
876 ; 42.0 
877 ; 27.0 
878 ; 261.0 
879 ; 99.0 
880 ; 273.0 
881 ; 239.0 
882 ; 126.0 
883 ; 16.0 
884 ; 38.0 
885 ; 24.0 
886 ; 25.0 
887 ; 258.0 
888 ; 12.0 
889 ; 34.0 
890 ; 10.0 
891 ; 1.0 
892 ; 13.0 
893 ; 368.0 
894 ; 108.0 
895 ; 7.0 
896 ; 109.0 
897 ; 15.0 
898 ; 23.0 
899 ; 21.0 
900 ; 38.0 
901 ; 6.0 
902 ; 58.0 
903 ; 10.0 
904 ; 66.0 
905 ; 23.0 
906 ; 33.0 
907 ; 159.0 
908 ; 231.0 
909 ; 140.0 
910 ; 51.0 
911 ; 25.0 
912 ; 105.0 
913 ; 48.0 
914 ; 7.0 
915 ; 119.0 
916 ; 123.0 
917 ; 122.0 
918 ; 198.0 
919 ; 11.0 
920 ; 161.0 
921 ; 65.0 
922 ; 43.0 
923 ; 67.0 
924 ; 8.0 
925 ; 28.0 
926 ; 235.0 
927 ; 0.0 
928 ; 490.0 
929 ; 0.0 
930 ; 541.0 
931 ; 83.0 
932 ; 15.0 
933 ; 80.0 
934 ; 144.0 
935 ; 0.0 
936 ; 93.0 
937 ; 1.0 
938 ; 2.0 
939 ; 17.0 
940 ; 61.0 
941 ; 8.0 
942 ; 24.0 
943 ; 1.0 
944 ; 215.0 
945 ; 213.0 
946 ; 30.0 
947 ; 25.0 
948 ; 2.0 
949 ; 193.0 
950 ; 126.0 
951 ; 30.0 
952 ; 282.0 
953 ; 122.0 
954 ; 356.0 
955 ; 43.0 
956 ; 115.0 
957 ; 386.0 
958 ; 403.0 
959 ; 382.0 
960 ; 415.0 
961 ; 241.0 
962 ; 100.0 
963 ; 1.0 
964 ; 98.0 
965 ; 79.0 
966 ; 58.0 
967 ; 22.0 
968 ; 234.0 
969 ; 0.0 
970 ; 112.0 
971 ; 2.0 
972 ; 69.0 
973 ; 172.0 
974 ; 21.0 
975 ; 303.0 
976 ; 64.0 
977 ; 32.0 
978 ; 32.0 
979 ; 289.0 
980 ; 97.0 
981 ; 37.0 
982 ; 17.0 
983 ; 64.0 
984 ; 22.0 
985 ; 110.0 
986 ; 53.0 
987 ; 11.0 
988 ; 57.0 
989 ; 2.0 
990 ; 3.0 
991 ; 23.0 
992 ; 135.0 
993 ; 4.0 
994 ; 88.0 
995 ; 23.0 
996 ; 21.0 
997 ; 13.0 
998 ; 11.0 
999 ; 392.0 
1000 ; 211.0 
1001 ; 55.0 
1002 ; 54.0 
1003 ; 257.0 
1004 ; 35.0 
1005 ; 25.0 
1006 ; 112.0 
1007 ; 12.0 
1008 ; 74.0 
1009 ; 0.0 
1010 ; 75.0 
1011 ; 215.0 
1012 ; 92.0 
1013 ; 59.0 
1014 ; 156.0 
1015 ; 128.0 
1016 ; 142.0 
1017 ; 33.0 
1018 ; 303.0 
1019 ; 14.0 
1020 ; 20.0 
1021 ; 62.0 
1022 ; 338.0 
1023 ; 3.0 
1024 ; 16.0 
1025 ; 3.0 
1026 ; 10.0 
1027 ; 48.0 
1028 ; 90.0 
1029 ; 334.0 
1030 ; 54.0 
1031 ; 53.0 
1032 ; 140.0 
1033 ; 24.0 
1034 ; 16.0 
1035 ; 16.0 
1036 ; 9.0 
1037 ; 3.0 
1038 ; 115.0 
1039 ; 141.0 
1040 ; 25.0 
1041 ; 202.0 
1042 ; 201.0 
1043 ; 41.0 
1044 ; 31.0 
1045 ; 16.0 
1046 ; 60.0 
1047 ; 3.0 
1048 ; 161.0 
1049 ; 544.0 
1050 ; 87.0 
1051 ; 172.0 
1052 ; 59.0 
1053 ; 15.0 
1054 ; 98.0 
1055 ; 302.0 
1056 ; 46.0 
1057 ; 5.0 
1058 ; 29.0 
1059 ; 137.0 
1060 ; 51.0 
1061 ; 319.0 
1062 ; 14.0 
1063 ; 16.0 
1064 ; 332.0 
1065 ; 176.0 
1066 ; 95.0 
1067 ; 94.0 
1068 ; 29.0 
1069 ; 148.0 
1070 ; 145.0 
1071 ; 5.0 
1072 ; 5.0 
1073 ; 303.0 
1074 ; 12.0 
1075 ; 12.0 
1076 ; 472.0 
1077 ; 70.0 
1078 ; 69.0 
1079 ; 7.0 
1080 ; 81.0 
1081 ; 22.0 
1082 ; 3.0 
1083 ; 9.0 
1084 ; 59.0 
1085 ; 17.0 
1086 ; 57.0 
1087 ; 49.0 
1088 ; 27.0 
1089 ; 235.0 
1090 ; 109.0 
1091 ; 49.0 
1092 ; 31.0 
1093 ; 50.0 
1094 ; 205.0 
1095 ; 191.0 
1096 ; 3.0 
1097 ; 25.0 
1098 ; 198.0 
1099 ; 199.0 
1100 ; 303.0 
1101 ; 57.0 
1102 ; 260.0 
1103 ; 117.0 
1104 ; 110.0 
1105 ; 15.0 
1106 ; 108.0 
1107 ; 76.0 
1108 ; 26.0 
1109 ; 11.0 
1110 ; 179.0 
1111 ; 9.0 
1112 ; 0.0 
1113 ; 74.0 
1114 ; 242.0 
1115 ; 4.0 
1116 ; 96.0 
1117 ; 52.0 
1118 ; 22.0 
1119 ; 42.0 
1120 ; 14.0 
1121 ; 82.0 
1122 ; 136.0 
1123 ; 42.0 
1124 ; 30.0 
1125 ; 330.0 
1126 ; 48.0 
1127 ; 14.0 
1128 ; 25.0 
1129 ; 28.0 
1130 ; 150.0 
1131 ; 225.0 
1132 ; 1.0 
1133 ; 166.0 
1134 ; 79.0 
1135 ; 64.0 
1136 ; 57.0 
1137 ; 53.0 
1138 ; 110.0 
1139 ; 5.0 
1140 ; 32.0 
1141 ; 333.0 
1142 ; 110.0 
1143 ; 4.0 
1144 ; 53.0 
1145 ; 148.0 
1146 ; 47.0 
1147 ; 29.0 
1148 ; 28.0 
1149 ; 218.0 
1150 ; 31.0 
1151 ; 134.0 
1152 ; 96.0 
1153 ; 75.0 
1154 ; 50.0 
1155 ; 165.0 
1156 ; 241.0 
1157 ; 65.0 
1158 ; 268.0 
1159 ; 259.0 
1160 ; 116.0 
1161 ; 122.0 
1162 ; 29.0 
1163 ; 45.0 
1164 ; 99.0 
1165 ; 7.0 
1166 ; 44.0 
1167 ; 10.0 
1168 ; 218.0 
1169 ; 67.0 
1170 ; 91.0 
1171 ; 227.0 
1172 ; 23.0 
1173 ; 104.0 
1174 ; 79.0 
1175 ; 281.0 
1176 ; 0.0 
1177 ; 323.0 
1178 ; 34.0 
1179 ; 1.0 
1180 ; 50.0 
1181 ; 79.0 
1182 ; 162.0 
1183 ; 50.0 
1184 ; 33.0 
1185 ; 50.0 
1186 ; 1.0 
1187 ; 58.0 
1188 ; 263.0 
1189 ; 40.0 
1190 ; 205.0 
1191 ; 4.0 
1192 ; 18.0 
1193 ; 3.0 
1194 ; 65.0 
1195 ; 237.0 
1196 ; 188.0 
1197 ; 39.0 
1198 ; 46.0 
1199 ; 1.0 
1200 ; 62.0 
1201 ; 10.0 
1202 ; 48.0 
1203 ; 138.0 
1204 ; 50.0 
1205 ; 183.0 
1206 ; 69.0 
1207 ; 455.0 
1208 ; 11.0 
1209 ; 37.0 
1210 ; 6.0 
1211 ; 149.0 
1212 ; 151.0 
1213 ; 3.0 
1214 ; 56.0 
1215 ; 14.0 
1216 ; 90.0 
1217 ; 0.0 
1218 ; 24.0 
1219 ; 8.0 
1220 ; 334.0 
1221 ; 66.0 
1222 ; 0.0 
1223 ; 205.0 
1224 ; 18.0 
1225 ; 206.0 
1226 ; 39.0 
1227 ; 4.0 
1228 ; 388.0 
1229 ; 154.0 
1230 ; 141.0 
1231 ; 353.0 
1232 ; 172.0 
1233 ; 89.0 
1234 ; 49.0 
1235 ; 141.0 
1236 ; 167.0 
1237 ; 12.0 
1238 ; 75.0 
1239 ; 255.0 
1240 ; 36.0 
1241 ; 10.0 
1242 ; 1.0 
1243 ; 20.0 
1244 ; 17.0 
1245 ; 64.0 
1246 ; 4.0 
1247 ; 28.0 
1248 ; 7.0 
1249 ; 11.0 
1250 ; 298.0 
1251 ; 0.0 
1252 ; 5.0 
1253 ; 58.0 
1254 ; 9.0 
1255 ; 94.0 
1256 ; 11.0 
1257 ; 9.0 
1258 ; 21.0 
1259 ; 99.0 
1260 ; 3.0 
1261 ; 121.0 
1262 ; 23.0 
1263 ; 1.0 
1264 ; 21.0 
1265 ; 47.0 
1266 ; 319.0 
1267 ; 31.0 
1268 ; 77.0 
1269 ; 100.0 
1270 ; 9.0 
1271 ; 88.0 
1272 ; 43.0 
1273 ; 80.0 
1274 ; 16.0 
1275 ; 82.0 
1276 ; 189.0 
1277 ; 69.0 
1278 ; 16.0 
1279 ; 37.0 
1280 ; 26.0 
1281 ; 90.0 
1282 ; 0.0 
1283 ; 0.0 
1284 ; 129.0 
1285 ; 7.0 
1286 ; 112.0 
1287 ; 46.0 
1288 ; 27.0 
1289 ; 17.0 
1290 ; 170.0 
1291 ; 43.0 
1292 ; 14.0 
1293 ; 43.0 
1294 ; 19.0 
1295 ; 100.0 
1296 ; 22.0 
1297 ; 1.0 
1298 ; 10.0 
1299 ; 38.0 
1300 ; 72.0 
1301 ; 33.0 
1302 ; 61.0 
1303 ; 12.0 
1304 ; 85.0 
1305 ; 38.0 
1306 ; 2.0 
1307 ; 11.0 
1308 ; 25.0 
1309 ; 21.0 
1310 ; 15.0 
1311 ; 3.0 
1312 ; 2.0 
1313 ; 0.0 
1314 ; 11.0 
1315 ; 1.0 
1316 ; 88.0 
1317 ; 45.0 
1318 ; 29.0 
1319 ; 293.0 
1320 ; 2.0 
1321 ; 68.0 
1322 ; 195.0 
1323 ; 41.0 
1324 ; 17.0 
1325 ; 15.0 
1326 ; 26.0 
1327 ; 144.0 
1328 ; 49.0 
1329 ; 199.0 
1330 ; 43.0 
1331 ; 3.0 
1332 ; 0.0 
1333 ; 19.0 
1334 ; 15.0 
1335 ; 11.0 
1336 ; 18.0 
1337 ; 8.0 
1338 ; 8.0 
1339 ; 334.0 
1340 ; 178.0 
1341 ; 63.0 
1342 ; 187.0 
1343 ; 58.0 
1344 ; 48.0 
1345 ; 118.0 
1346 ; 14.0 
1347 ; 7.0 
1348 ; 21.0 
1349 ; 49.0 
1350 ; 65.0 
1351 ; 79.0 
1352 ; 3.0 
1353 ; 74.0 
1354 ; 116.0 
1355 ; 144.0 
1356 ; 13.0 
1357 ; 81.0 
1358 ; 313.0 
1359 ; 298.0 
