Intersection id ; number of passing cars 
113 ; 66.0 
114 ; 20.0 
115 ; 50.0 
116 ; 30.0 
117 ; 55.0 
118 ; 64.0 
119 ; 69.0 
120 ; 38.0 
121 ; 58.0 
122 ; 41.0 
123 ; 12.0 
124 ; 42.0 
125 ; 86.0 
126 ; 111.0 
127 ; 59.0 
128 ; 48.0 
129 ; 67.0 
130 ; 35.0 
131 ; 46.0 
132 ; 42.0 
133 ; 34.0 
134 ; 126.0 
135 ; 106.0 
136 ; 137.0 
137 ; 72.0 
138 ; 52.0 
139 ; 14.0 
140 ; 99.0 
141 ; 61.0 
142 ; 40.0 
143 ; 34.0 
144 ; 59.0 
145 ; 34.0 
146 ; 37.0 
147 ; 66.0 
148 ; 18.0 
149 ; 35.0 
150 ; 66.0 
151 ; 18.0 
152 ; 58.0 
153 ; 88.0 
154 ; 43.0 
155 ; 46.0 
156 ; 29.0 
157 ; 70.0 
158 ; 36.0 
159 ; 50.0 
160 ; 82.0 
161 ; 49.0 
162 ; 44.0 
163 ; 41.0 
164 ; 54.0 
165 ; 45.0 
166 ; 12.0 
167 ; 61.0 
168 ; 49.0 
169 ; 40.0 
170 ; 37.0 
171 ; 76.0 
172 ; 34.0 
173 ; 25.0 
174 ; 32.0 
175 ; 69.0 
176 ; 48.0 
177 ; 51.0 
178 ; 69.0 
179 ; 43.0 
180 ; 70.0 
181 ; 80.0 
182 ; 23.0 
183 ; 30.0 
184 ; 61.0 
185 ; 92.0 
186 ; 60.0 
187 ; 34.0 
188 ; 50.0 
189 ; 97.0 
190 ; 45.0 
191 ; 21.0 
192 ; 21.0 
193 ; 65.0 
194 ; 23.0 
195 ; 56.0 
196 ; 31.0 
197 ; 60.0 
198 ; 38.0 
199 ; 67.0 
200 ; 16.0 
201 ; 65.0 
202 ; 19.0 
203 ; 27.0 
204 ; 22.0 
205 ; 48.0 
206 ; 46.0 
207 ; 45.0 
208 ; 55.0 
209 ; 38.0 
210 ; 118.0 
211 ; 26.0 
212 ; 7.0 
213 ; 51.0 
214 ; 33.0 
215 ; 26.0 
216 ; 51.0 
217 ; 30.0 
218 ; 77.0 
219 ; 74.0 
220 ; 41.0 
221 ; 36.0 
222 ; 41.0 
223 ; 19.0 
224 ; 35.0 
225 ; 43.0 
226 ; 62.0 
227 ; 66.0 
228 ; 63.0 
229 ; 70.0 
230 ; 33.0 
231 ; 42.0 
232 ; 45.0 
233 ; 88.0 
234 ; 36.0 
235 ; 31.0 
236 ; 42.0 
237 ; 33.0 
238 ; 31.0 
239 ; 22.0 
240 ; 67.0 
241 ; 25.0 
242 ; 38.0 
243 ; 21.0 
244 ; 44.0 
245 ; 25.0 
246 ; 53.0 
247 ; 34.0 
248 ; 48.0 
249 ; 25.0 
250 ; 32.0 
251 ; 16.0 
252 ; 19.0 
253 ; 29.0 
254 ; 10.0 
255 ; 29.0 
256 ; 52.0 
257 ; 33.0 
258 ; 45.0 
259 ; 18.0 
260 ; 33.0 
261 ; 51.0 
262 ; 43.0 
263 ; 35.0 
264 ; 47.0 
265 ; 47.0 
266 ; 69.0 
267 ; 22.0 
268 ; 59.0 
269 ; 45.0 
270 ; 33.0 
271 ; 10.0 
272 ; 34.0 
273 ; 7.0 
274 ; 14.0 
275 ; 48.0 
276 ; 55.0 
277 ; 43.0 
278 ; 17.0 
279 ; 36.0 
280 ; 61.0 
281 ; 60.0 
282 ; 31.0 
283 ; 42.0 
284 ; 26.0 
285 ; 43.0 
286 ; 32.0 
287 ; 35.0 
288 ; 46.0 
289 ; 34.0 
290 ; 51.0 
291 ; 43.0 
292 ; 88.0 
293 ; 44.0 
294 ; 11.0 
295 ; 44.0 
296 ; 16.0 
297 ; 16.0 
298 ; 44.0 
299 ; 22.0 
300 ; 73.0 
301 ; 42.0 
302 ; 48.0 
303 ; 26.0 
304 ; 21.0 
305 ; 36.0 
306 ; 47.0 
307 ; 30.0 
308 ; 69.0 
309 ; 31.0 
310 ; 42.0 
311 ; 24.0 
312 ; 40.0 
313 ; 32.0 
314 ; 18.0 
315 ; 12.0 
316 ; 44.0 
317 ; 53.0 
318 ; 31.0 
319 ; 33.0 
320 ; 18.0 
321 ; 23.0 
322 ; 25.0 
323 ; 28.0 
324 ; 25.0 
325 ; 13.0 
326 ; 47.0 
327 ; 41.0 
328 ; 61.0 
329 ; 31.0 
330 ; 51.0 
331 ; 23.0 
332 ; 36.0 
333 ; 26.0 
334 ; 36.0 
335 ; 72.0 
336 ; 41.0 
337 ; 42.0 
338 ; 26.0 
339 ; 24.0 
340 ; 52.0 
341 ; 14.0 
342 ; 28.0 
343 ; 31.0 
344 ; 21.0 
345 ; 28.0 
346 ; 24.0 
347 ; 80.0 
348 ; 26.0 
349 ; 36.0 
350 ; 17.0 
351 ; 25.0 
352 ; 31.0 
353 ; 37.0 
354 ; 64.0 
355 ; 18.0 
356 ; 65.0 
357 ; 33.0 
358 ; 19.0 
359 ; 26.0 
360 ; 27.0 
361 ; 19.0 
362 ; 26.0 
363 ; 17.0 
364 ; 36.0 
365 ; 33.0 
366 ; 19.0 
367 ; 7.0 
368 ; 23.0 
369 ; 35.0 
370 ; 16.0 
371 ; 18.0 
372 ; 15.0 
373 ; 20.0 
374 ; 21.0 
375 ; 55.0 
376 ; 32.0 
377 ; 26.0 
378 ; 42.0 
379 ; 31.0 
380 ; 28.0 
381 ; 20.0 
382 ; 34.0 
383 ; 27.0 
384 ; 16.0 
385 ; 56.0 
386 ; 29.0 
387 ; 40.0 
388 ; 33.0 
389 ; 26.0 
390 ; 54.0 
391 ; 28.0 
392 ; 25.0 
393 ; 28.0 
394 ; 18.0 
395 ; 57.0 
396 ; 40.0 
397 ; 5.0 
398 ; 37.0 
399 ; 14.0 
400 ; 35.0 
401 ; 24.0 
402 ; 37.0 
403 ; 28.0 
404 ; 70.0 
405 ; 25.0 
406 ; 45.0 
407 ; 25.0 
408 ; 22.0 
409 ; 28.0 
410 ; 23.0 
411 ; 39.0 
412 ; 52.0 
413 ; 41.0 
414 ; 48.0 
415 ; 14.0 
416 ; 35.0 
417 ; 29.0 
418 ; 23.0 
419 ; 25.0 
420 ; 26.0 
421 ; 36.0 
422 ; 32.0 
423 ; 22.0 
424 ; 23.0 
425 ; 26.0 
426 ; 45.0 
427 ; 9.0 
428 ; 39.0 
429 ; 66.0 
430 ; 23.0 
431 ; 10.0 
432 ; 10.0 
433 ; 23.0 
434 ; 19.0 
435 ; 37.0 
436 ; 42.0 
437 ; 20.0 
438 ; 35.0 
439 ; 39.0 
440 ; 61.0 
441 ; 31.0 
442 ; 37.0 
443 ; 31.0 
444 ; 30.0 
445 ; 37.0 
446 ; 28.0 
447 ; 46.0 
448 ; 24.0 
449 ; 16.0 
450 ; 11.0 
451 ; 9.0 
452 ; 19.0 
453 ; 15.0 
454 ; 71.0 
455 ; 31.0 
456 ; 27.0 
457 ; 38.0 
458 ; 21.0 
459 ; 50.0 
460 ; 8.0 
461 ; 21.0 
462 ; 16.0 
463 ; 16.0 
464 ; 16.0 
465 ; 57.0 
466 ; 24.0 
467 ; 10.0 
468 ; 35.0 
469 ; 36.0 
470 ; 22.0 
471 ; 33.0 
472 ; 47.0 
473 ; 31.0 
474 ; 38.0 
475 ; 50.0 
476 ; 20.0 
477 ; 14.0 
478 ; 17.0 
479 ; 61.0 
480 ; 28.0 
481 ; 33.0 
482 ; 34.0 
483 ; 18.0 
484 ; 29.0 
485 ; 32.0 
486 ; 33.0 
487 ; 26.0 
488 ; 43.0 
489 ; 39.0 
490 ; 10.0 
491 ; 21.0 
492 ; 38.0 
493 ; 40.0 
494 ; 21.0 
495 ; 30.0 
496 ; 35.0 
497 ; 41.0 
498 ; 23.0 
499 ; 25.0 
500 ; 24.0 
501 ; 26.0 
502 ; 31.0 
503 ; 23.0 
504 ; 21.0 
505 ; 23.0 
506 ; 11.0 
507 ; 18.0 
508 ; 32.0 
509 ; 50.0 
510 ; 17.0 
511 ; 33.0 
512 ; 47.0 
513 ; 45.0 
514 ; 21.0 
515 ; 21.0 
516 ; 59.0 
517 ; 37.0 
518 ; 34.0 
519 ; 67.0 
520 ; 12.0 
521 ; 29.0 
522 ; 20.0 
523 ; 53.0 
524 ; 70.0 
525 ; 41.0 
526 ; 44.0 
527 ; 15.0 
528 ; 23.0 
529 ; 25.0 
530 ; 16.0 
531 ; 64.0 
532 ; 32.0 
533 ; 35.0 
534 ; 13.0 
535 ; 17.0 
536 ; 34.0 
537 ; 19.0 
538 ; 11.0 
539 ; 35.0 
540 ; 10.0 
541 ; 22.0 
542 ; 22.0 
543 ; 19.0 
544 ; 31.0 
545 ; 5.0 
546 ; 29.0 
547 ; 44.0 
548 ; 19.0 
549 ; 36.0 
550 ; 41.0 
551 ; 45.0 
552 ; 22.0 
553 ; 6.0 
554 ; 26.0 
555 ; 32.0 
556 ; 17.0 
557 ; 16.0 
558 ; 35.0 
559 ; 18.0 
560 ; 17.0 
561 ; 38.0 
562 ; 44.0 
563 ; 31.0 
564 ; 27.0 
565 ; 10.0 
566 ; 31.0 
567 ; 43.0 
568 ; 35.0 
569 ; 35.0 
570 ; 10.0 
571 ; 49.0 
572 ; 26.0 
573 ; 26.0 
574 ; 15.0 
575 ; 25.0 
576 ; 27.0 
577 ; 9.0 
578 ; 21.0 
579 ; 16.0 
580 ; 16.0 
581 ; 21.0 
582 ; 25.0 
583 ; 32.0 
584 ; 13.0 
585 ; 31.0 
586 ; 27.0 
587 ; 21.0 
588 ; 15.0 
589 ; 37.0 
590 ; 39.0 
591 ; 27.0 
592 ; 20.0 
593 ; 21.0 
594 ; 9.0 
595 ; 26.0 
596 ; 46.0 
597 ; 18.0 
598 ; 16.0 
599 ; 28.0 
600 ; 29.0 
601 ; 27.0 
602 ; 19.0 
603 ; 24.0 
604 ; 30.0 
605 ; 13.0 
606 ; 22.0 
607 ; 50.0 
608 ; 33.0 
609 ; 30.0 
610 ; 18.0 
611 ; 27.0 
612 ; 32.0 
613 ; 9.0 
614 ; 19.0 
615 ; 66.0 
616 ; 16.0 
617 ; 37.0 
618 ; 11.0 
619 ; 12.0 
620 ; 50.0 
621 ; 34.0 
622 ; 17.0 
623 ; 13.0 
624 ; 25.0 
625 ; 34.0 
626 ; 21.0 
627 ; 41.0 
628 ; 29.0 
629 ; 19.0 
630 ; 19.0 
631 ; 24.0 
632 ; 29.0 
633 ; 27.0 
634 ; 20.0 
635 ; 15.0 
636 ; 33.0 
637 ; 33.0 
638 ; 10.0 
639 ; 21.0 
640 ; 12.0 
641 ; 28.0 
642 ; 39.0 
643 ; 30.0 
644 ; 16.0 
645 ; 49.0 
646 ; 13.0 
647 ; 42.0 
648 ; 17.0 
649 ; 18.0 
650 ; 65.0 
651 ; 19.0 
652 ; 23.0 
653 ; 44.0 
654 ; 26.0 
655 ; 34.0 
656 ; 24.0 
657 ; 12.0 
658 ; 21.0 
659 ; 18.0 
660 ; 17.0 
661 ; 27.0 
662 ; 23.0 
663 ; 16.0 
664 ; 20.0 
665 ; 17.0 
666 ; 11.0 
667 ; 15.0 
668 ; 27.0 
669 ; 23.0 
670 ; 10.0 
671 ; 16.0 
672 ; 23.0 
673 ; 16.0 
674 ; 19.0 
675 ; 36.0 
676 ; 18.0 
677 ; 23.0 
678 ; 33.0 
679 ; 13.0 
680 ; 14.0 
681 ; 18.0 
682 ; 13.0 
683 ; 39.0 
684 ; 50.0 
685 ; 27.0 
686 ; 16.0 
687 ; 4.0 
688 ; 30.0 
689 ; 13.0 
690 ; 39.0 
691 ; 16.0 
692 ; 21.0 
693 ; 9.0 
694 ; 36.0 
695 ; 12.0 
696 ; 24.0 
697 ; 42.0 
698 ; 29.0 
699 ; 17.0 
700 ; 16.0 
701 ; 21.0 
702 ; 28.0 
703 ; 42.0 
704 ; 26.0 
705 ; 25.0 
706 ; 45.0 
707 ; 22.0 
708 ; 41.0 
709 ; 36.0 
710 ; 8.0 
711 ; 24.0 
712 ; 29.0 
713 ; 41.0 
714 ; 33.0 
715 ; 41.0 
716 ; 23.0 
717 ; 25.0 
718 ; 13.0 
719 ; 17.0 
720 ; 30.0 
721 ; 28.0 
722 ; 43.0 
723 ; 34.0 
724 ; 18.0 
725 ; 17.0 
726 ; 33.0 
727 ; 18.0 
728 ; 9.0 
729 ; 24.0 
730 ; 19.0 
731 ; 15.0 
732 ; 12.0 
733 ; 22.0 
734 ; 17.0 
735 ; 25.0 
736 ; 22.0 
737 ; 19.0 
738 ; 36.0 
739 ; 16.0 
740 ; 32.0 
741 ; 15.0 
742 ; 27.0 
743 ; 28.0 
744 ; 27.0 
745 ; 15.0 
746 ; 13.0 
747 ; 11.0 
748 ; 26.0 
749 ; 23.0 
750 ; 32.0 
751 ; 19.0 
752 ; 29.0 
753 ; 16.0 
754 ; 33.0 
755 ; 30.0 
756 ; 20.0 
757 ; 24.0 
758 ; 20.0 
759 ; 36.0 
760 ; 44.0 
761 ; 54.0 
762 ; 33.0 
763 ; 33.0 
764 ; 41.0 
765 ; 28.0 
766 ; 22.0 
767 ; 11.0 
768 ; 58.0 
769 ; 18.0 
770 ; 12.0 
771 ; 23.0 
772 ; 13.0 
773 ; 34.0 
774 ; 33.0 
775 ; 13.0 
776 ; 25.0 
777 ; 13.0 
778 ; 18.0 
779 ; 37.0 
780 ; 17.0 
781 ; 25.0 
782 ; 23.0 
783 ; 21.0 
784 ; 30.0 
785 ; 40.0 
786 ; 21.0 
787 ; 25.0 
788 ; 10.0 
789 ; 18.0 
790 ; 29.0 
791 ; 7.0 
792 ; 33.0 
793 ; 15.0 
794 ; 46.0 
795 ; 40.0 
796 ; 32.0 
797 ; 12.0 
798 ; 39.0 
799 ; 18.0 
800 ; 13.0 
801 ; 35.0 
802 ; 36.0 
803 ; 30.0 
804 ; 43.0 
805 ; 10.0 
806 ; 19.0 
807 ; 24.0 
808 ; 16.0 
809 ; 13.0 
810 ; 21.0 
811 ; 16.0 
812 ; 26.0 
813 ; 19.0 
814 ; 18.0 
815 ; 26.0 
816 ; 50.0 
817 ; 19.0 
818 ; 20.0 
819 ; 14.0 
820 ; 24.0 
821 ; 37.0 
822 ; 20.0 
823 ; 13.0 
824 ; 26.0 
825 ; 22.0 
826 ; 25.0 
827 ; 13.0 
828 ; 33.0 
829 ; 23.0 
830 ; 8.0 
831 ; 24.0 
832 ; 26.0 
833 ; 19.0 
834 ; 28.0 
835 ; 7.0 
836 ; 17.0 
837 ; 17.0 
838 ; 24.0 
839 ; 31.0 
840 ; 12.0 
841 ; 19.0 
842 ; 28.0 
843 ; 23.0 
844 ; 19.0 
845 ; 22.0 
846 ; 32.0 
847 ; 21.0 
848 ; 20.0 
849 ; 25.0 
850 ; 23.0 
851 ; 19.0 
852 ; 8.0 
853 ; 24.0 
854 ; 24.0 
855 ; 22.0 
856 ; 22.0 
857 ; 24.0 
858 ; 25.0 
859 ; 7.0 
860 ; 31.0 
861 ; 15.0 
862 ; 27.0 
863 ; 57.0 
864 ; 31.0 
865 ; 8.0 
866 ; 13.0 
867 ; 16.0 
868 ; 34.0 
869 ; 14.0 
870 ; 15.0 
871 ; 30.0 
872 ; 7.0 
873 ; 20.0 
874 ; 9.0 
875 ; 38.0 
876 ; 12.0 
877 ; 15.0 
878 ; 20.0 
879 ; 34.0 
880 ; 39.0 
881 ; 13.0 
882 ; 66.0 
883 ; 32.0 
884 ; 10.0 
885 ; 24.0 
886 ; 26.0 
887 ; 23.0 
888 ; 22.0 
889 ; 29.0 
890 ; 21.0 
891 ; 16.0 
892 ; 8.0 
893 ; 21.0 
894 ; 28.0 
895 ; 22.0 
896 ; 25.0 
897 ; 23.0 
898 ; 30.0 
899 ; 39.0 
900 ; 49.0 
901 ; 41.0 
902 ; 30.0 
903 ; 25.0 
904 ; 9.0 
905 ; 35.0 
906 ; 21.0 
907 ; 28.0 
908 ; 20.0 
909 ; 20.0 
910 ; 21.0 
911 ; 42.0 
912 ; 20.0 
913 ; 17.0 
914 ; 24.0 
915 ; 21.0 
916 ; 17.0 
917 ; 24.0 
918 ; 16.0 
919 ; 16.0 
920 ; 38.0 
921 ; 17.0 
922 ; 11.0 
923 ; 16.0 
924 ; 28.0 
925 ; 37.0 
926 ; 9.0 
927 ; 13.0 
928 ; 4.0 
929 ; 17.0 
930 ; 17.0 
931 ; 15.0 
932 ; 23.0 
933 ; 16.0 
934 ; 20.0 
935 ; 33.0 
936 ; 9.0 
937 ; 39.0 
938 ; 12.0 
939 ; 11.0 
940 ; 35.0 
941 ; 49.0 
942 ; 22.0 
943 ; 14.0 
944 ; 26.0 
945 ; 19.0 
946 ; 19.0 
947 ; 39.0 
948 ; 9.0 
949 ; 28.0 
950 ; 47.0 
951 ; 12.0 
952 ; 5.0 
953 ; 23.0 
954 ; 22.0 
955 ; 17.0 
956 ; 14.0 
957 ; 24.0 
958 ; 13.0 
959 ; 15.0 
960 ; 13.0 
961 ; 22.0 
962 ; 35.0 
963 ; 22.0 
964 ; 14.0 
965 ; 30.0 
966 ; 23.0 
967 ; 51.0 
968 ; 24.0 
969 ; 14.0 
970 ; 14.0 
971 ; 9.0 
972 ; 14.0 
973 ; 22.0 
974 ; 28.0 
975 ; 11.0 
976 ; 47.0 
977 ; 30.0 
978 ; 24.0 
979 ; 14.0 
980 ; 16.0 
981 ; 17.0 
982 ; 29.0 
983 ; 13.0 
984 ; 11.0 
985 ; 17.0 
986 ; 17.0 
987 ; 6.0 
988 ; 20.0 
989 ; 19.0 
990 ; 28.0 
991 ; 11.0 
992 ; 20.0 
993 ; 22.0 
994 ; 26.0 
995 ; 21.0 
996 ; 26.0 
997 ; 47.0 
998 ; 19.0 
999 ; 14.0 
1000 ; 10.0 
1001 ; 31.0 
1002 ; 21.0 
1003 ; 25.0 
1004 ; 3.0 
1005 ; 6.0 
1006 ; 15.0 
1007 ; 29.0 
1008 ; 24.0 
1009 ; 22.0 
1010 ; 23.0 
1011 ; 32.0 
1012 ; 21.0 
1013 ; 17.0 
1014 ; 30.0 
1015 ; 12.0 
1016 ; 13.0 
1017 ; 18.0 
1018 ; 19.0 
1019 ; 29.0 
1020 ; 15.0 
1021 ; 29.0 
1022 ; 16.0 
1023 ; 20.0 
1024 ; 24.0 
1025 ; 20.0 
1026 ; 14.0 
1027 ; 21.0 
1028 ; 20.0 
1029 ; 18.0 
1030 ; 10.0 
1031 ; 20.0 
1032 ; 26.0 
1033 ; 19.0 
1034 ; 19.0 
1035 ; 47.0 
1036 ; 11.0 
1037 ; 22.0 
1038 ; 22.0 
1039 ; 39.0 
1040 ; 34.0 
1041 ; 19.0 
1042 ; 24.0 
1043 ; 10.0 
1044 ; 9.0 
1045 ; 6.0 
1046 ; 14.0 
1047 ; 13.0 
1048 ; 40.0 
1049 ; 15.0 
1050 ; 16.0 
1051 ; 10.0 
1052 ; 17.0 
1053 ; 15.0 
1054 ; 9.0 
1055 ; 25.0 
1056 ; 9.0 
1057 ; 29.0 
1058 ; 32.0 
1059 ; 17.0 
1060 ; 27.0 
1061 ; 20.0 
1062 ; 21.0 
1063 ; 16.0 
1064 ; 24.0 
1065 ; 18.0 
1066 ; 34.0 
1067 ; 23.0 
1068 ; 24.0 
1069 ; 24.0 
1070 ; 31.0 
1071 ; 32.0 
1072 ; 44.0 
1073 ; 16.0 
1074 ; 17.0 
1075 ; 14.0 
1076 ; 7.0 
1077 ; 20.0 
1078 ; 28.0 
1079 ; 16.0 
1080 ; 15.0 
1081 ; 23.0 
1082 ; 22.0 
1083 ; 11.0 
1084 ; 15.0 
1085 ; 24.0 
1086 ; 22.0 
1087 ; 17.0 
1088 ; 24.0 
1089 ; 33.0 
1090 ; 17.0 
1091 ; 18.0 
1092 ; 21.0 
1093 ; 17.0 
1094 ; 28.0 
1095 ; 20.0 
1096 ; 14.0 
1097 ; 40.0 
1098 ; 14.0 
1099 ; 25.0 
1100 ; 11.0 
1101 ; 15.0 
1102 ; 16.0 
1103 ; 16.0 
1104 ; 21.0 
1105 ; 8.0 
1106 ; 20.0 
1107 ; 9.0 
1108 ; 20.0 
1109 ; 13.0 
1110 ; 20.0 
1111 ; 14.0 
1112 ; 36.0 
1113 ; 23.0 
1114 ; 19.0 
1115 ; 21.0 
1116 ; 28.0 
1117 ; 9.0 
1118 ; 18.0 
1119 ; 18.0 
1120 ; 24.0 
1121 ; 31.0 
1122 ; 24.0 
1123 ; 12.0 
1124 ; 11.0 
1125 ; 40.0 
1126 ; 4.0 
1127 ; 36.0 
1128 ; 27.0 
1129 ; 5.0 
1130 ; 33.0 
1131 ; 21.0 
1132 ; 12.0 
1133 ; 20.0 
1134 ; 31.0 
1135 ; 20.0 
1136 ; 20.0 
1137 ; 19.0 
1138 ; 26.0 
1139 ; 15.0 
1140 ; 6.0 
1141 ; 46.0 
1142 ; 22.0 
1143 ; 6.0 
1144 ; 7.0 
1145 ; 22.0 
1146 ; 8.0 
1147 ; 16.0 
1148 ; 14.0 
1149 ; 27.0 
1150 ; 12.0 
1151 ; 18.0 
1152 ; 18.0 
1153 ; 30.0 
1154 ; 19.0 
1155 ; 24.0 
1156 ; 23.0 
1157 ; 30.0 
1158 ; 43.0 
1159 ; 27.0 
1160 ; 18.0 
1161 ; 6.0 
1162 ; 24.0 
1163 ; 15.0 
1164 ; 20.0 
1165 ; 10.0 
1166 ; 25.0 
1167 ; 27.0 
1168 ; 7.0 
1169 ; 28.0 
1170 ; 13.0 
1171 ; 23.0 
1172 ; 22.0 
1173 ; 21.0 
1174 ; 17.0 
1175 ; 22.0 
1176 ; 20.0 
1177 ; 22.0 
1178 ; 8.0 
1179 ; 24.0 
1180 ; 14.0 
1181 ; 20.0 
1182 ; 24.0 
1183 ; 17.0 
1184 ; 32.0 
1185 ; 18.0 
1186 ; 17.0 
1187 ; 13.0 
1188 ; 16.0 
1189 ; 24.0 
1190 ; 21.0 
1191 ; 15.0 
1192 ; 35.0 
1193 ; 18.0 
1194 ; 29.0 
1195 ; 28.0 
1196 ; 12.0 
1197 ; 15.0 
1198 ; 12.0 
1199 ; 18.0 
1200 ; 9.0 
1201 ; 26.0 
1202 ; 50.0 
1203 ; 39.0 
1204 ; 6.0 
1205 ; 28.0 
1206 ; 17.0 
1207 ; 23.0 
1208 ; 23.0 
1209 ; 16.0 
1210 ; 8.0 
1211 ; 10.0 
1212 ; 25.0 
1213 ; 18.0 
1214 ; 29.0 
1215 ; 17.0 
1216 ; 30.0 
1217 ; 17.0 
1218 ; 15.0 
1219 ; 20.0 
1220 ; 31.0 
1221 ; 13.0 
1222 ; 27.0 
1223 ; 19.0 
1224 ; 20.0 
1225 ; 15.0 
1226 ; 21.0 
1227 ; 17.0 
1228 ; 16.0 
1229 ; 17.0 
1230 ; 9.0 
1231 ; 18.0 
1232 ; 36.0 
1233 ; 10.0 
1234 ; 18.0 
1235 ; 17.0 
1236 ; 21.0 
1237 ; 19.0 
1238 ; 13.0 
1239 ; 19.0 
1240 ; 23.0 
1241 ; 18.0 
1242 ; 50.0 
1243 ; 35.0 
1244 ; 34.0 
1245 ; 24.0 
1246 ; 15.0 
1247 ; 18.0 
1248 ; 34.0 
1249 ; 12.0 
1250 ; 12.0 
1251 ; 26.0 
1252 ; 25.0 
1253 ; 16.0 
1254 ; 16.0 
1255 ; 19.0 
1256 ; 18.0 
1257 ; 13.0 
1258 ; 56.0 
1259 ; 23.0 
1260 ; 20.0 
1261 ; 18.0 
1262 ; 23.0 
1263 ; 14.0 
1264 ; 18.0 
1265 ; 18.0 
1266 ; 12.0 
1267 ; 37.0 
1268 ; 29.0 
1269 ; 25.0 
1270 ; 22.0 
1271 ; 11.0 
1272 ; 21.0 
1273 ; 30.0 
1274 ; 18.0 
1275 ; 20.0 
1276 ; 15.0 
1277 ; 16.0 
1278 ; 19.0 
1279 ; 12.0 
1280 ; 22.0 
1281 ; 32.0 
1282 ; 14.0 
1283 ; 46.0 
1284 ; 13.0 
1285 ; 8.0 
1286 ; 40.0 
1287 ; 25.0 
1288 ; 23.0 
1289 ; 31.0 
1290 ; 26.0 
1291 ; 7.0 
1292 ; 25.0 
1293 ; 11.0 
1294 ; 23.0 
1295 ; 18.0 
1296 ; 30.0 
1297 ; 12.0 
1298 ; 31.0 
1299 ; 11.0 
1300 ; 45.0 
1301 ; 11.0 
1302 ; 25.0 
1303 ; 16.0 
1304 ; 8.0 
1305 ; 22.0 
1306 ; 8.0 
1307 ; 21.0 
1308 ; 9.0 
1309 ; 24.0 
1310 ; 20.0 
1311 ; 26.0 
1312 ; 20.0 
1313 ; 26.0 
1314 ; 30.0 
1315 ; 13.0 
1316 ; 16.0 
1317 ; 10.0 
1318 ; 19.0 
1319 ; 16.0 
1320 ; 14.0 
1321 ; 7.0 
1322 ; 28.0 
1323 ; 19.0 
1324 ; 29.0 
1325 ; 19.0 
1326 ; 11.0 
1327 ; 10.0 
1328 ; 17.0 
1329 ; 28.0 
1330 ; 35.0 
1331 ; 7.0 
1332 ; 15.0 
1333 ; 26.0 
1334 ; 14.0 
1335 ; 24.0 
1336 ; 17.0 
1337 ; 22.0 
1338 ; 25.0 
1339 ; 13.0 
1340 ; 7.0 
1341 ; 29.0 
1342 ; 50.0 
1343 ; 8.0 
1344 ; 14.0 
1345 ; 9.0 
1346 ; 11.0 
1347 ; 11.0 
1348 ; 16.0 
1349 ; 11.0 
1350 ; 16.0 
1351 ; 21.0 
1352 ; 15.0 
1353 ; 8.0 
1354 ; 36.0 
1355 ; 3.0 
1356 ; 30.0 
1357 ; 8.0 
1358 ; 20.0 
1359 ; 12.0 
