Street id ; Street name; number of cars driving along the street 
160;a-efcd;3.0
161;efcd-a;1.0
162;a-ehjh;0.0
163;ehjh-a;1.0
164;a-eice;4.0
165;eice-a;1.0
166;a-eiea;3.0
167;eiea-a;2.0
168;a-ejjf;1.0
169;ejjf-a;1.0
170;a-fade;2.0
171;fade-a;2.0
172;a-fajf;1.0
173;fajf-a;2.0
174;a-fcci;2.0
175;fcci-a;1.0
176;a-fffa;1.0
177;fffa-a;2.0
178;a-fjef;1.0
179;fjef-a;2.0
180;a-gafd;4.0
181;gafd-a;2.0
182;a-gbha;3.0
183;gbha-a;1.0
184;a-gcfe;1.0
185;gcfe-a;3.0
186;a-gdjh;2.0
187;gdjh-a;3.0
188;a-geab;3.0
189;geab-a;3.0
190;a-geci;2.0
191;geci-a;0.0
192;a-gfac;5.0
193;gfac-a;1.0
194;a-gfea;0.0
195;gfea-a;0.0
196;a-ghei;2.0
197;ghei-a;4.0
198;a-hcgb;1.0
199;hcgb-a;1.0
200;a-hdgg;1.0
201;hdgg-a;1.0
202;a-hefh;1.0
203;hefh-a;3.0
204;a-hehd;1.0
205;hehd-a;0.0
206;a-hfbh;2.0
207;hfbh-a;3.0
208;a-hfcg;1.0
209;hfcg-a;0.0
210;a-hfig;2.0
211;hfig-a;1.0
212;a-hgfb;0.0
213;hgfb-a;3.0
214;a-hjfg;4.0
215;hjfg-a;3.0
216;b-e;1.0
217;e-b;0.0
218;b-f;2.0
219;f-b;0.0
220;b-bb;3.0
221;bb-b;3.0
222;b-bc;4.0
223;bc-b;3.0
224;b-bi;1.0
225;bi-b;1.0
226;b-df;0.0
227;df-b;1.0
228;b-dh;0.0
229;dh-b;1.0
230;b-ef;0.0
231;ef-b;4.0
232;b-fg;0.0
233;fg-b;3.0
234;b-ha;2.0
235;ha-b;3.0
236;b-bai;1.0
237;bai-b;1.0
238;b-bbj;1.0
239;bbj-b;0.0
240;b-bdd;0.0
241;bdd-b;0.0
242;b-bdj;1.0
243;bdj-b;3.0
244;b-bgi;2.0
245;bgi-b;3.0
246;b-bhj;1.0
247;bhj-b;3.0
248;b-cba;4.0
249;cba-b;1.0
250;b-ccd;1.0
251;ccd-b;3.0
252;b-chi;2.0
253;chi-b;1.0
254;b-cib;0.0
255;cib-b;2.0
256;b-cie;1.0
257;cie-b;3.0
258;b-daa;3.0
259;daa-b;2.0
260;b-dah;1.0
261;dah-b;3.0
262;b-dbh;1.0
263;dbh-b;1.0
264;b-dfg;2.0
265;dfg-b;2.0
266;b-dgi;4.0
267;dgi-b;0.0
268;b-ebj;1.0
269;ebj-b;0.0
270;b-ega;1.0
271;ega-b;2.0
272;b-fag;1.0
273;fag-b;1.0
274;b-fgf;0.0
275;fgf-b;1.0
276;b-fhg;2.0
277;fhg-b;2.0
278;b-gac;3.0
279;gac-b;2.0
280;b-gae;1.0
281;gae-b;1.0
282;b-gfd;1.0
283;gfd-b;0.0
284;b-hdb;3.0
285;hdb-b;5.0
286;b-hjd;2.0
287;hjd-b;1.0
288;b-iac;3.0
289;iac-b;1.0
290;b-ibd;0.0
291;ibd-b;1.0
292;b-ibh;4.0
293;ibh-b;0.0
294;b-ijg;2.0
295;ijg-b;3.0
296;b-ijh;0.0
297;ijh-b;0.0
298;b-jdi;0.0
299;jdi-b;2.0
300;b-bage;1.0
301;bage-b;0.0
302;b-bahf;3.0
303;bahf-b;1.0
304;b-bbfg;1.0
305;bbfg-b;0.0
306;b-bbji;1.0
307;bbji-b;2.0
308;b-bcic;1.0
309;bcic-b;3.0
310;b-bcif;0.0
311;bcif-b;0.0
312;b-bcjf;2.0
313;bcjf-b;1.0
314;b-bdah;1.0
315;bdah-b;2.0
316;b-bedb;0.0
317;bedb-b;1.0
318;b-bedd;3.0
319;bedd-b;1.0
320;b-beig;1.0
321;beig-b;1.0
322;b-bfei;2.0
323;bfei-b;1.0
324;b-bfga;5.0
325;bfga-b;2.0
326;b-bfjj;0.0
327;bfjj-b;2.0
328;b-bgdi;1.0
329;bgdi-b;3.0
330;b-bgfg;2.0
331;bgfg-b;1.0
332;b-bgie;0.0
333;bgie-b;2.0
334;b-bgjc;2.0
335;bgjc-b;2.0
336;b-bhib;0.0
337;bhib-b;0.0
338;b-bijh;0.0
339;bijh-b;0.0
340;b-caie;1.0
341;caie-b;2.0
342;b-caja;4.0
343;caja-b;1.0
344;b-cbdh;1.0
345;cbdh-b;0.0
346;b-cbej;0.0
347;cbej-b;3.0
348;b-cbfg;2.0
349;cbfg-b;0.0
350;b-ccgb;2.0
351;ccgb-b;0.0
352;b-ccjb;3.0
353;ccjb-b;4.0
354;b-cdae;0.0
355;cdae-b;2.0
356;b-cdfc;0.0
357;cdfc-b;0.0
358;b-cebb;2.0
359;cebb-b;1.0
360;b-cfdi;0.0
361;cfdi-b;1.0
362;b-cfhd;3.0
363;cfhd-b;0.0
364;b-cgbf;4.0
365;cgbf-b;1.0
366;b-cgca;0.0
367;cgca-b;2.0
368;b-cgch;3.0
369;cgch-b;1.0
370;b-cggi;3.0
371;cggi-b;0.0
372;b-chhc;3.0
373;chhc-b;1.0
374;b-daei;0.0
375;daei-b;1.0
376;b-dage;2.0
377;dage-b;3.0
378;b-dbeb;1.0
379;dbeb-b;3.0
380;b-dbfa;4.0
381;dbfa-b;0.0
382;b-dcha;2.0
383;dcha-b;1.0
384;b-ddag;2.0
385;ddag-b;3.0
386;b-ddcf;1.0
387;ddcf-b;2.0
388;b-ddea;1.0
389;ddea-b;3.0
390;b-ddec;0.0
391;ddec-b;1.0
392;b-deaa;2.0
393;deaa-b;0.0
394;b-deca;2.0
395;deca-b;0.0
396;b-dfhb;3.0
397;dfhb-b;0.0
398;b-dgac;0.0
399;dgac-b;1.0
400;b-dhff;0.0
401;dhff-b;2.0
402;b-djdi;1.0
403;djdi-b;3.0
404;b-djei;1.0
405;djei-b;1.0
406;b-eaaj;3.0
407;eaaj-b;3.0
408;b-ebjc;0.0
409;ebjc-b;2.0
410;b-ecac;0.0
411;ecac-b;0.0
412;b-ecdh;0.0
413;ecdh-b;1.0
414;b-edfi;1.0
415;edfi-b;0.0
416;b-eedd;4.0
417;eedd-b;2.0
418;b-eegf;1.0
419;eegf-b;3.0
420;b-efed;1.0
421;efed-b;0.0
422;b-egjd;2.0
423;egjd-b;3.0
424;b-egjj;0.0
425;egjj-b;1.0
426;b-ehig;4.0
427;ehig-b;1.0
428;b-ejfd;2.0
429;ejfd-b;0.0
430;b-ejgj;2.0
431;ejgj-b;6.0
432;b-fceg;1.0
433;fceg-b;1.0
434;b-fcib;2.0
435;fcib-b;2.0
436;b-fddh;2.0
437;fddh-b;1.0
438;b-fdjc;4.0
439;fdjc-b;2.0
440;b-feef;2.0
441;feef-b;0.0
442;b-fegd;1.0
443;fegd-b;2.0
444;b-fggd;1.0
445;fggd-b;1.0
446;b-fhdg;1.0
447;fhdg-b;3.0
448;b-fheg;1.0
449;fheg-b;1.0
450;b-fhgj;3.0
451;fhgj-b;1.0
452;b-fhii;0.0
453;fhii-b;1.0
454;b-fhjg;0.0
455;fhjg-b;0.0
456;b-fjfg;2.0
457;fjfg-b;4.0
458;b-gacf;0.0
459;gacf-b;4.0
460;b-gbdh;1.0
461;gbdh-b;1.0
462;b-gcad;0.0
463;gcad-b;2.0
464;b-geee;0.0
465;geee-b;0.0
466;b-gefb;2.0
467;gefb-b;0.0
468;b-gfai;1.0
469;gfai-b;1.0
470;b-ggdg;0.0
471;ggdg-b;3.0
472;b-ggfd;1.0
473;ggfd-b;2.0
474;b-gjec;3.0
475;gjec-b;1.0
476;b-hadf;1.0
477;hadf-b;1.0
478;b-hahf;2.0
479;hahf-b;1.0
480;b-hbej;1.0
481;hbej-b;2.0
482;b-hdeb;0.0
483;hdeb-b;3.0
484;b-hfii;4.0
485;hfii-b;3.0
486;b-hifd;0.0
487;hifd-b;3.0
488;b-hihj;1.0
489;hihj-b;2.0
490;b-hiih;3.0
491;hiih-b;1.0
492;b-hjec;4.0
493;hjec-b;1.0
494;b-hjge;3.0
495;hjge-b;1.0
496;c-e;2.0
497;e-c;3.0
498;c-f;1.0
499;f-c;0.0
500;c-g;0.0
501;g-c;0.0
502;c-j;1.0
503;j-c;1.0
504;c-ba;0.0
505;ba-c;1.0
506;c-ca;0.0
507;ca-c;4.0
508;c-ce;2.0
509;ce-c;2.0
510;c-cg;0.0
511;cg-c;2.0
512;c-cj;1.0
513;cj-c;1.0
514;c-db;2.0
515;db-c;2.0
516;c-dc;2.0
517;dc-c;1.0
518;c-eg;1.0
519;eg-c;3.0
520;c-fc;0.0
521;fc-c;5.0
522;c-fe;0.0
523;fe-c;1.0
524;c-hc;2.0
525;hc-c;1.0
526;c-hf;5.0
527;hf-c;2.0
528;c-ie;1.0
529;ie-c;4.0
530;c-jh;1.0
531;jh-c;2.0
532;c-bca;0.0
533;bca-c;2.0
534;c-bcj;2.0
535;bcj-c;4.0
536;c-bee;3.0
537;bee-c;2.0
538;c-bgd;0.0
539;bgd-c;1.0
540;c-bhd;1.0
541;bhd-c;2.0
542;c-cae;4.0
543;cae-c;3.0
544;c-dad;1.0
545;dad-c;3.0
546;c-dci;2.0
547;dci-c;1.0
548;c-ddc;2.0
549;ddc-c;2.0
550;c-dde;1.0
551;dde-c;1.0
552;c-eej;2.0
553;eej-c;2.0
554;c-egd;3.0
555;egd-c;1.0
556;c-ehc;0.0
557;ehc-c;2.0
558;c-ejf;1.0
559;ejf-c;1.0
560;c-fda;3.0
561;fda-c;1.0
562;c-fff;1.0
563;fff-c;1.0
564;c-fga;1.0
565;fga-c;2.0
566;c-fjd;1.0
567;fjd-c;3.0
568;c-gca;3.0
569;gca-c;1.0
570;c-gdi;1.0
571;gdi-c;4.0
572;c-gfe;4.0
573;gfe-c;3.0
574;c-ghf;2.0
575;ghf-c;3.0
576;c-gjf;3.0
577;gjf-c;1.0
578;c-hbb;3.0
579;hbb-c;2.0
580;c-hig;1.0
581;hig-c;0.0
582;c-hii;3.0
583;hii-c;1.0
584;c-jdc;3.0
585;jdc-c;1.0
586;c-badg;2.0
587;badg-c;1.0
588;c-bbhj;4.0
589;bbhj-c;0.0
590;c-bbjc;1.0
591;bbjc-c;0.0
592;c-bddj;1.0
593;bddj-c;1.0
594;c-bdec;3.0
595;bdec-c;0.0
596;c-becc;3.0
597;becc-c;2.0
598;c-bffb;1.0
599;bffb-c;0.0
600;c-bfid;2.0
601;bfid-c;1.0
602;c-bhcf;1.0
603;bhcf-c;0.0
604;c-bhie;3.0
605;bhie-c;1.0
606;c-bigf;1.0
607;bigf-c;2.0
608;c-cafe;1.0
609;cafe-c;2.0
610;c-cage;2.0
611;cage-c;3.0
612;c-cahc;1.0
613;cahc-c;4.0
614;c-cbeg;2.0
615;cbeg-c;2.0
616;c-cbgi;3.0
617;cbgi-c;4.0
618;c-cdci;3.0
619;cdci-c;1.0
620;c-cfec;3.0
621;cfec-c;2.0
622;c-cgba;1.0
623;cgba-c;1.0
624;c-chfg;2.0
625;chfg-c;2.0
626;c-cice;3.0
627;cice-c;3.0
628;c-cidc;3.0
629;cidc-c;2.0
630;c-ciii;1.0
631;ciii-c;2.0
632;c-cijc;1.0
633;cijc-c;2.0
634;c-cjgb;0.0
635;cjgb-c;1.0
636;c-cjhi;3.0
637;cjhi-c;0.0
638;c-daae;2.0
639;daae-c;2.0
640;c-dcab;2.0
641;dcab-c;0.0
642;c-dcbj;0.0
643;dcbj-c;0.0
644;c-dceg;2.0
645;dceg-c;1.0
646;c-dcfh;3.0
647;dcfh-c;2.0
648;c-ddee;2.0
649;ddee-c;0.0
650;c-dfai;2.0
651;dfai-c;3.0
652;c-dgai;6.0
653;dgai-c;1.0
654;c-dgdc;3.0
655;dgdc-c;4.0
656;c-dibe;2.0
657;dibe-c;0.0
658;c-djaa;4.0
659;djaa-c;1.0
660;c-djae;2.0
661;djae-c;3.0
662;c-djjf;1.0
663;djjf-c;6.0
664;c-eadg;1.0
665;eadg-c;5.0
666;c-eafi;0.0
667;eafi-c;3.0
668;c-eaie;0.0
669;eaie-c;2.0
670;c-edeg;1.0
671;edeg-c;2.0
672;c-eecj;3.0
673;eecj-c;2.0
674;c-eeea;1.0
675;eeea-c;0.0
676;c-efff;1.0
677;efff-c;1.0
678;c-efgg;3.0
679;efgg-c;1.0
680;c-egae;1.0
681;egae-c;3.0
682;c-egaj;3.0
683;egaj-c;1.0
684;c-egjj;0.0
685;egjj-c;1.0
686;c-ehaa;1.0
687;ehaa-c;5.0
688;c-ehcc;2.0
689;ehcc-c;3.0
690;c-eidd;2.0
691;eidd-c;0.0
692;c-ejhg;1.0
693;ejhg-c;0.0
694;c-fcba;1.0
695;fcba-c;1.0
696;c-fcbj;1.0
697;fcbj-c;1.0
698;c-fdcb;1.0
699;fdcb-c;1.0
700;c-fejd;1.0
701;fejd-c;0.0
702;c-ffic;1.0
703;ffic-c;0.0
704;c-fjjf;2.0
705;fjjf-c;1.0
706;c-gacj;2.0
707;gacj-c;1.0
708;c-gbjd;0.0
709;gbjd-c;3.0
710;c-gcbc;2.0
711;gcbc-c;2.0
712;c-gcdg;2.0
713;gcdg-c;4.0
714;c-gggj;0.0
715;gggj-c;1.0
716;c-ghjf;1.0
717;ghjf-c;4.0
718;c-gjbe;2.0
719;gjbe-c;1.0
720;c-gjhg;3.0
721;gjhg-c;2.0
722;c-hbaf;3.0
723;hbaf-c;1.0
724;c-hfch;0.0
725;hfch-c;1.0
726;c-hjdc;1.0
727;hjdc-c;1.0
728;c-hjif;3.0
729;hjif-c;1.0
730;d-e;2.0
731;e-d;3.0
732;d-f;2.0
733;f-d;0.0
734;d-h;1.0
735;h-d;5.0
736;d-ba;0.0
737;ba-d;0.0
738;d-bf;2.0
739;bf-d;0.0
740;d-bj;1.0
741;bj-d;1.0
742;d-cc;3.0
743;cc-d;1.0
744;d-ce;0.0
745;ce-d;1.0
746;d-db;2.0
747;db-d;2.0
748;d-dg;2.0
749;dg-d;1.0
750;d-eh;1.0
751;eh-d;3.0
752;d-ei;0.0
753;ei-d;2.0
754;d-fb;0.0
755;fb-d;2.0
756;d-he;4.0
757;he-d;1.0
758;d-jb;0.0
759;jb-d;2.0
760;d-bcc;0.0
761;bcc-d;1.0
762;d-beb;4.0
763;beb-d;1.0
764;d-bec;4.0
765;bec-d;1.0
766;d-beh;2.0
767;beh-d;3.0
768;d-bei;0.0
769;bei-d;0.0
770;d-bfc;3.0
771;bfc-d;1.0
772;d-bff;0.0
773;bff-d;0.0
774;d-bfj;2.0
775;bfj-d;0.0
776;d-bif;0.0
777;bif-d;2.0
778;d-ccd;1.0
779;ccd-d;2.0
780;d-cdc;1.0
781;cdc-d;2.0
782;d-cdf;2.0
783;cdf-d;1.0
784;d-cfc;1.0
785;cfc-d;0.0
786;d-cha;5.0
787;cha-d;0.0
788;d-cia;1.0
789;cia-d;0.0
790;d-cih;2.0
791;cih-d;1.0
792;d-cjh;1.0
793;cjh-d;0.0
794;d-dac;1.0
795;dac-d;1.0
796;d-dea;1.0
797;dea-d;1.0
798;d-dej;4.0
799;dej-d;1.0
800;d-dgh;0.0
801;dgh-d;0.0
802;d-dif;4.0
803;dif-d;1.0
804;d-eib;1.0
805;eib-d;4.0
806;d-eie;1.0
807;eie-d;2.0
808;d-ejc;2.0
809;ejc-d;2.0
810;d-fdc;0.0
811;fdc-d;1.0
812;d-feh;1.0
813;feh-d;2.0
814;d-fff;1.0
815;fff-d;3.0
816;d-fhf;2.0
817;fhf-d;2.0
818;d-gba;4.0
819;gba-d;3.0
820;d-gbi;0.0
821;gbi-d;1.0
822;d-geh;3.0
823;geh-d;2.0
824;d-hdj;1.0
825;hdj-d;4.0
826;d-ich;3.0
827;ich-d;1.0
828;d-iic;3.0
829;iic-d;1.0
830;d-jag;1.0
831;jag-d;2.0
832;d-jbf;1.0
833;jbf-d;1.0
834;d-jdf;2.0
835;jdf-d;2.0
836;d-jej;1.0
837;jej-d;1.0
838;d-jhe;3.0
839;jhe-d;3.0
840;d-jjd;2.0
841;jjd-d;0.0
842;d-jjf;2.0
843;jjf-d;1.0
844;d-jjg;2.0
845;jjg-d;2.0
846;d-bafj;2.0
847;bafj-d;1.0
848;d-bagc;0.0
849;bagc-d;1.0
850;d-bahc;0.0
851;bahc-d;5.0
852;d-bbbh;0.0
853;bbbh-d;2.0
854;d-bbjg;3.0
855;bbjg-d;1.0
856;d-bcdd;2.0
857;bcdd-d;1.0
858;d-bdba;3.0
859;bdba-d;1.0
860;d-bdbf;5.0
861;bdbf-d;2.0
862;d-bdhc;3.0
863;bdhc-d;4.0
864;d-bdjg;1.0
865;bdjg-d;1.0
866;d-bedd;2.0
867;bedd-d;4.0
868;d-bege;0.0
869;bege-d;3.0
870;d-bfag;1.0
871;bfag-d;4.0
872;d-bgcg;2.0
873;bgcg-d;0.0
874;d-bgge;0.0
875;bgge-d;2.0
876;d-bghh;1.0
877;bghh-d;1.0
878;d-bhbf;1.0
879;bhbf-d;1.0
880;d-bjhf;0.0
881;bjhf-d;0.0
882;d-cabi;1.0
883;cabi-d;4.0
884;d-caia;2.0
885;caia-d;1.0
886;d-cbeb;1.0
887;cbeb-d;1.0
888;d-cbhj;1.0
889;cbhj-d;3.0
890;d-cbib;0.0
891;cbib-d;2.0
892;d-cdec;0.0
893;cdec-d;1.0
894;d-cdhd;1.0
895;cdhd-d;1.0
896;d-cdjd;0.0
897;cdjd-d;2.0
898;d-ceeh;0.0
899;ceeh-d;0.0
900;d-cfci;1.0
901;cfci-d;0.0
902;d-cgcf;2.0
903;cgcf-d;3.0
904;d-cgfa;2.0
905;cgfa-d;0.0
906;d-cgig;2.0
907;cgig-d;3.0
908;d-chbe;2.0
909;chbe-d;0.0
910;d-chbj;2.0
911;chbj-d;3.0
912;d-cigc;2.0
913;cigc-d;1.0
914;d-cjeg;0.0
915;cjeg-d;1.0
916;d-cjge;1.0
917;cjge-d;1.0
918;d-daba;0.0
919;daba-d;1.0
920;d-dabh;0.0
921;dabh-d;1.0
922;d-dadb;0.0
923;dadb-d;3.0
924;d-dchf;0.0
925;dchf-d;2.0
926;d-ddad;1.0
927;ddad-d;1.0
928;d-ddde;1.0
929;ddde-d;0.0
930;d-dddj;2.0
931;dddj-d;1.0
932;d-ddhf;3.0
933;ddhf-d;1.0
934;d-ddif;4.0
935;ddif-d;1.0
936;d-ddjd;4.0
937;ddjd-d;1.0
938;d-debj;2.0
939;debj-d;1.0
940;d-dega;2.0
941;dega-d;1.0
942;d-deji;1.0
943;deji-d;2.0
944;d-dfge;3.0
945;dfge-d;0.0
946;d-dgic;2.0
947;dgic-d;1.0
948;d-dgii;0.0
949;dgii-d;1.0
950;d-djdc;1.0
951;djdc-d;2.0
952;d-djfg;2.0
953;djfg-d;4.0
954;d-djic;1.0
955;djic-d;2.0
956;d-eaid;3.0
957;eaid-d;3.0
958;d-ecga;0.0
959;ecga-d;2.0
960;d-ecgc;3.0
961;ecgc-d;2.0
962;d-edbd;1.0
963;edbd-d;2.0
964;d-edii;0.0
965;edii-d;3.0
966;d-eeib;0.0
967;eeib-d;2.0
968;d-efce;2.0
969;efce-d;3.0
970;d-efgc;1.0
971;efgc-d;3.0
972;d-egjg;4.0
973;egjg-d;3.0
974;d-ehcg;0.0
975;ehcg-d;0.0
976;d-eiih;2.0
977;eiih-d;3.0
978;d-faji;4.0
979;faji-d;5.0
980;d-fbhg;1.0
981;fbhg-d;1.0
982;d-ffje;2.0
983;ffje-d;2.0
984;d-fged;1.0
985;fged-d;0.0
986;d-fhgb;2.0
987;fhgb-d;2.0
988;d-fhhe;0.0
989;fhhe-d;2.0
990;d-fibg;2.0
991;fibg-d;1.0
992;d-fifh;0.0
993;fifh-d;1.0
994;d-fijd;0.0
995;fijd-d;3.0
996;d-fjhi;0.0
997;fjhi-d;0.0
998;d-gbfi;4.0
999;gbfi-d;0.0
1000;d-gecf;0.0
1001;gecf-d;0.0
1002;d-gfbh;1.0
1003;gfbh-d;0.0
1004;d-gfbi;1.0
1005;gfbi-d;1.0
1006;d-gffa;1.0
1007;gffa-d;2.0
1008;d-ghga;0.0
1009;ghga-d;1.0
1010;d-ghgb;1.0
1011;ghgb-d;1.0
1012;d-giad;3.0
1013;giad-d;2.0
1014;d-gici;0.0
1015;gici-d;1.0
1016;d-gijg;3.0
1017;gijg-d;4.0
1018;d-gjgb;0.0
1019;gjgb-d;1.0
1020;d-haae;2.0
1021;haae-d;1.0
1022;d-haec;2.0
1023;haec-d;2.0
1024;d-hajh;0.0
1025;hajh-d;1.0
1026;d-hbgi;3.0
1027;hbgi-d;3.0
1028;d-hbii;1.0
1029;hbii-d;0.0
1030;d-hdbf;4.0
1031;hdbf-d;1.0
1032;d-hfei;2.0
1033;hfei-d;2.0
1034;d-hgdh;3.0
1035;hgdh-d;1.0
1036;d-hgeh;1.0
1037;hgeh-d;4.0
1038;d-hghh;1.0
1039;hghh-d;0.0
1040;d-hhig;3.0
1041;hhig-d;1.0
1042;d-hica;0.0
1043;hica-d;1.0
1044;d-higj;2.0
1045;higj-d;0.0
1046;d-hije;3.0
1047;hije-d;0.0
1048;e-f;3.0
1049;f-e;0.0
1050;e-g;3.0
1051;g-e;2.0
1052;e-h;3.0
1053;h-e;0.0
1054;e-i;1.0
1055;i-e;0.0
1056;e-j;0.0
1057;j-e;3.0
1058;e-bb;1.0
1059;bb-e;1.0
1060;e-bc;0.0
1061;bc-e;0.0
1062;e-bd;0.0
1063;bd-e;3.0
1064;e-be;2.0
1065;be-e;1.0
1066;e-bf;1.0
1067;bf-e;1.0
1068;e-bi;3.0
1069;bi-e;3.0
1070;e-bj;4.0
1071;bj-e;1.0
1072;e-cf;1.0
1073;cf-e;1.0
1074;e-db;1.0
1075;db-e;5.0
1076;e-de;0.0
1077;de-e;2.0
1078;e-ea;0.0
1079;ea-e;2.0
1080;e-ei;2.0
1081;ei-e;2.0
1082;e-fb;2.0
1083;fb-e;1.0
1084;e-fd;1.0
1085;fd-e;1.0
1086;e-ff;3.0
1087;ff-e;1.0
1088;e-ga;0.0
1089;ga-e;0.0
1090;e-gf;1.0
1091;gf-e;1.0
1092;e-gi;1.0
1093;gi-e;1.0
1094;e-ha;1.0
1095;ha-e;2.0
1096;e-ia;2.0
1097;ia-e;2.0
1098;e-ic;1.0
1099;ic-e;1.0
1100;e-ih;2.0
1101;ih-e;3.0
1102;e-ii;1.0
1103;ii-e;1.0
1104;e-ji;2.0
1105;ji-e;1.0
1106;e-bae;2.0
1107;bae-e;1.0
1108;e-bai;2.0
1109;bai-e;4.0
1110;e-bbe;0.0
1111;bbe-e;1.0
1112;e-bbf;3.0
1113;bbf-e;0.0
1114;e-bdb;2.0
1115;bdb-e;1.0
1116;e-bdf;3.0
1117;bdf-e;0.0
1118;e-bfa;0.0
1119;bfa-e;3.0
1120;e-bfg;3.0
1121;bfg-e;2.0
1122;e-bga;4.0
1123;bga-e;3.0
1124;e-bgf;2.0
1125;bgf-e;3.0
1126;e-bhd;0.0
1127;bhd-e;1.0
1128;e-bhe;1.0
1129;bhe-e;3.0
1130;e-bie;1.0
1131;bie-e;0.0
1132;e-big;0.0
1133;big-e;3.0
1134;e-cac;1.0
1135;cac-e;0.0
1136;e-caf;2.0
1137;caf-e;1.0
1138;e-cba;2.0
1139;cba-e;0.0
1140;e-cfd;1.0
1141;cfd-e;4.0
1142;e-cha;1.0
1143;cha-e;0.0
1144;e-chh;2.0
1145;chh-e;3.0
1146;e-cig;0.0
1147;cig-e;1.0
1148;e-dac;0.0
1149;dac-e;0.0
1150;e-dbe;2.0
1151;dbe-e;1.0
1152;e-dcc;0.0
1153;dcc-e;2.0
1154;e-dda;4.0
1155;dda-e;3.0
1156;e-dgc;1.0
1157;dgc-e;1.0
1158;e-dih;2.0
1159;dih-e;2.0
1160;e-eac;5.0
1161;eac-e;2.0
1162;e-edi;3.0
1163;edi-e;2.0
1164;e-eeb;1.0
1165;eeb-e;0.0
1166;e-ejg;0.0
1167;ejg-e;2.0
1168;e-fca;2.0
1169;fca-e;3.0
