Street id ; Street name; number of cars driving along the street 
106;cb-bd;0.0
107;d-i;0.0
108;d-be;0.0
109;bb-be;0.0
110;cb-ca;0.0
111;ba-cc;0.0
112;cc-cb;0.0
113;bg-bb;0.0
114;cb-bi;0.0
115;ca-e;0.0
116;ca-be;0.0
117;bh-cd;0.0
118;cd-e;0.0
119;ca-f;0.0
120;f-cc;0.0
121;f-ce;0.0
122;ce-bh;0.0
123;i-cf;0.0
124;cf-bc;0.0
125;ba-bc;0.0
126;ce-c;0.0
127;cb-d;0.0
128;cd-d;2.0
129;bi-bd;0.0
130;bc-cf;0.0
131;f-bi;0.0
132;i-bb;0.0
133;cf-cg;0.0
134;cg-be;0.0
135;bi-j;0.0
136;cb-cc;0.0
137;cb-bf;0.0
138;cd-ca;1.0
139;ce-ch;0.0
140;ch-cb;0.0
141;g-cf;0.0
142;cg-bg;0.0
143;j-ci;0.0
144;ci-cb;0.0
145;bj-b;0.0
146;h-bg;0.0
147;bb-cc;0.0
148;cg-cj;0.0
149;cj-bj;0.0
150;ba-cf;0.0
151;ch-g;0.0
152;h-bf;0.0
153;b-da;0.0
154;da-bd;0.0
155;bf-cc;0.0
156;bd-g;0.0
157;be-ce;0.0
158;be-ci;0.0
159;bb-ch;0.0
160;bb-bj;0.0
161;a-cf;0.0
162;bb-e;0.0
163;f-g;0.0
164;bc-db;1.0
165;db-bg;0.0
166;ba-dc;0.0
167;dc-ci;0.0
168;ca-cg;0.0
169;d-bf;0.0
170;db-dd;0.0
171;dd-b;0.0
172;da-de;0.0
173;de-bc;0.0
174;h-d;0.0
175;cc-ca;0.0
176;ch-df;0.0
177;df-f;0.0
178;f-dg;0.0
179;dg-b;0.0
180;dc-dh;0.0
181;dh-cb;0.0
182;cc-c;0.0
183;cf-f;0.0
184;cg-di;0.0
185;di-h;0.0
186;cf-bb;0.0
187;df-cc;0.0
188;cg-ci;0.0
189;da-cc;0.0
190;dc-di;0.0
191;c-j;0.0
192;b-cj;0.0
193;g-ca;0.0
194;d-ci;0.0
195;cb-cd;0.0
196;cf-dj;0.0
197;dj-g;0.0
198;bd-bf;0.0
199;j-dh;0.0
200;bi-ea;0.0
201;ea-bd;0.0
202;di-ca;0.0
203;cj-bb;0.0
204;h-eb;0.0
205;eb-di;0.0
206;bg-f;0.0
207;be-dj;0.0
208;cc-cf;0.0
209;h-bi;0.0
210;ce-bd;0.0
211;cd-ch;1.0
212;d-cb;0.0
213;f-bg;0.0
214;bd-dj;0.0
215;de-cg;0.0
216;dj-cg;0.0
217;cg-da;0.0
218;bi-b;0.0
219;b-j;0.0
220;d-ea;0.0
221;bd-ec;0.0
222;ec-bh;0.0
223;bc-bi;1.0
224;bj-ed;0.0
225;ed-cg;0.0
226;bi-ce;0.0
227;ch-bj;1.0
228;de-be;0.0
229;cc-bj;0.0
230;dd-a;0.0
231;dd-ee;0.0
232;ee-j;0.0
233;cj-ef;0.0
234;ef-cc;0.0
235;bb-eg;0.0
236;eg-bf;0.0
237;di-de;0.0
238;bg-bf;0.0
239;bg-cb;0.0
240;c-eh;0.0
241;eh-ea;0.0
242;eh-cg;2.0
243;cb-df;0.0
244;ba-c;0.0
245;d-cj;0.0
246;di-dc;0.0
247;ea-ba;0.0
248;ed-ei;0.0
249;ei-i;0.0
250;ci-cj;0.0
251;ci-bi;0.0
252;ca-ej;0.0
253;ej-i;0.0
254;cj-dh;0.0
255;ca-dg;0.0
256;db-i;0.0
257;ei-bh;0.0
258;e-cd;0.0
259;ei-eb;0.0
260;cc-fa;0.0
261;fa-bb;0.0
262;bd-fb;0.0
263;fb-c;0.0
264;bi-c;0.0
265;cg-f;0.0
266;bc-eh;0.0
267;h-eh;0.0
268;a-bi;0.0
269;da-cj;0.0
270;df-d;0.0
271;ba-j;0.0
272;bb-ee;0.0
273;eb-a;0.0
274;bb-ei;0.0
275;eb-i;0.0
276;j-fc;0.0
277;fc-de;0.0
278;b-bh;0.0
279;j-fd;0.0
280;fd-bi;0.0
281;bc-fe;0.0
282;fe-a;0.0
283;cc-de;0.0
284;fe-ff;0.0
285;ff-ca;0.0
286;fa-ci;0.0
287;de-bj;0.0
288;cj-fg;0.0
289;fg-fd;0.0
290;fe-eh;0.0
291;fe-fd;0.0
292;fd-bc;0.0
293;d-fh;2.0
294;fh-cg;0.0
295;ba-ff;0.0
296;dg-ed;0.0
297;ej-bh;0.0
298;dh-ci;0.0
299;di-fi;0.0
300;fi-bd;0.0
301;ca-dh;0.0
302;ej-eg;0.0
303;fd-cb;0.0
304;bj-bh;0.0
305;dc-fj;0.0
306;fj-be;0.0
307;bh-ci;0.0
308;de-fa;0.0
309;dd-ci;0.0
310;cg-ga;2.0
311;ga-ch;0.0
312;fe-gb;0.0
313;gb-ce;0.0
314;d-df;0.0
315;ch-eg;0.0
316;cd-a;1.0
317;cd-cf;0.0
318;eb-ed;1.0
319;j-ca;0.0
320;e-gc;0.0
321;gc-dj;0.0
322;bi-bc;0.0
323;eg-gd;0.0
324;gd-fi;0.0
325;ch-fg;0.0
326;bf-ei;0.0
327;dj-dg;0.0
328;cc-ge;0.0
329;ge-ba;0.0
330;cd-gf;0.0
331;gf-ga;0.0
332;ff-di;0.0
333;ba-i;0.0
334;fe-bc;0.0
335;ci-eb;0.0
336;bb-g;0.0
337;gf-gg;0.0
338;gg-da;0.0
339;ga-fa;0.0
340;fi-cj;0.0
341;ed-bh;0.0
342;gg-ef;0.0
343;cg-fh;0.0
344;dj-ce;0.0
345;ch-cd;0.0
346;bf-ge;0.0
347;ea-cd;0.0
348;db-ej;0.0
349;eg-ej;0.0
350;dc-gh;0.0
351;gh-ee;0.0
352;di-fg;0.0
353;db-gb;0.0
354;eg-cj;0.0
355;gh-fa;0.0
356;cc-di;0.0
357;ba-fi;0.0
358;cc-gi;0.0
359;gi-de;0.0
360;ge-gc;0.0
361;gb-cc;0.0
362;ed-bi;0.0
363;ee-gh;0.0
364;gb-bj;0.0
365;f-ee;0.0
366;di-dg;0.0
367;fc-dh;0.0
368;ee-fe;0.0
369;cd-db;2.0
370;ej-be;0.0
371;ea-gc;0.0
372;fj-cf;0.0
373;eg-bd;0.0
374;cf-cb;0.0
375;ej-gf;0.0
376;i-gb;0.0
377;cj-dd;0.0
378;be-gb;0.0
379;dd-eh;0.0
380;gf-cf;0.0
381;bc-bh;0.0
382;fi-ec;3.0
383;bi-cb;0.0
384;de-gf;0.0
385;fg-fe;0.0
386;de-ej;0.0
387;cb-gj;0.0
388;gj-ff;0.0
389;cg-eh;0.0
390;ef-ha;0.0
391;ha-cf;0.0
392;dg-bj;1.0
393;ca-dd;0.0
394;ba-hb;0.0
395;hb-bh;0.0
396;fi-ha;0.0
397;cc-a;0.0
398;gg-hc;0.0
399;hc-eb;0.0
400;ch-hd;0.0
401;hd-ej;0.0
402;eb-ci;0.0
403;a-ee;0.0
404;fd-fa;0.0
405;hd-be;0.0
406;db-dh;1.0
407;d-he;0.0
408;he-ed;0.0
409;ei-cg;0.0
410;dj-i;0.0
411;ge-gh;0.0
412;he-bi;0.0
413;dj-gg;0.0
414;gh-dh;0.0
415;i-hf;0.0
416;hf-gb;0.0
417;ga-hg;0.0
418;hg-a;0.0
419;g-ee;0.0
420;ga-gc;0.0
421;bg-dj;0.0
422;f-hh;0.0
423;hh-be;0.0
424;fa-hi;0.0
425;hi-gh;0.0
426;ba-di;0.0
427;gf-a;0.0
428;gd-hj;0.0
429;hj-ba;0.0
430;ff-fj;1.0
431;d-eb;0.0
432;dd-ga;0.0
433;bc-dd;0.0
434;gb-cf;0.0
435;da-he;0.0
436;da-ej;0.0
437;fd-hc;0.0
438;ff-f;1.0
439;fa-eg;0.0
440;ci-bh;0.0
441;hh-d;0.0
442;bd-hh;0.0
443;ei-ge;0.0
444;hi-cf;0.0
445;hb-ca;0.0
446;bc-ia;0.0
447;ia-bh;0.0
448;hg-ib;0.0
449;ib-ch;0.0
450;ia-ic;0.0
451;ic-fe;0.0
452;dc-ha;0.0
453;ed-ea;0.0
454;bf-dg;0.0
455;ej-id;1.0
456;id-db;0.0
457;bb-ec;0.0
458;ch-gj;0.0
459;fa-a;0.0
460;da-bi;0.0
461;j-dc;0.0
462;bj-ee;0.0
463;ia-hb;0.0
464;dc-h;0.0
465;dd-he;0.0
466;gh-cf;0.0
467;dj-ee;0.0
468;fb-ie;0.0
469;ie-ee;0.0
470;bf-hh;0.0
471;cc-if;0.0
472;if-ea;0.0
473;be-ea;0.0
474;fc-ec;1.0
475;gc-fg;0.0
476;cb-gb;0.0
477;cb-ig;0.0
478;ig-eh;0.0
479;gg-cf;0.0
480;eg-b;0.0
481;hc-gd;0.0
482;ga-j;0.0
483;gi-ih;0.0
484;ih-be;0.0
485;dd-ea;0.0
486;a-ci;0.0
487;hi-g;0.0
488;ic-ii;0.0
489;ii-ge;0.0
490;ig-ff;0.0
491;bd-bb;0.0
492;bd-df;0.0
493;d-cg;0.0
494;ch-eb;0.0
495;hj-di;0.0
496;b-ce;0.0
497;b-ch;0.0
498;ee-fg;0.0
499;if-ga;0.0
500;di-ia;0.0
501;cb-ij;0.0
502;ij-gj;0.0
503;ij-gi;0.0
504;ee-cb;0.0
505;cd-ej;3.0
506;fb-gf;0.0
507;eg-ja;0.0
508;ja-fg;0.0
509;hh-dc;0.0
510;gi-gg;0.0
511;ce-di;0.0
512;j-gc;1.0
513;cb-cf;0.0
514;hb-hd;0.0
515;cc-jb;0.0
516;jb-cf;0.0
517;bf-dh;0.0
518;gg-if;0.0
519;fg-jc;0.0
520;jc-di;0.0
521;cc-ia;0.0
522;gd-dj;0.0
523;da-i;0.0
524;eg-gi;0.0
525;a-cc;0.0
526;eb-bc;0.0
527;he-da;0.0
528;ib-gi;0.0
529;gj-jd;0.0
530;jd-cj;0.0
531;db-ee;0.0
532;bj-fi;0.0
533;fb-h;0.0
534;c-ic;0.0
535;de-je;0.0
536;je-fd;0.0
537;bc-jf;0.0
538;jf-fc;0.0
539;ih-j;0.0
540;dd-jg;0.0
541;jg-eh;0.0
542;cj-ij;0.0
543;gf-cj;0.0
544;ef-dg;0.0
545;eg-jh;0.0
546;jh-je;0.0
547;bh-hc;0.0
548;jh-gh;0.0
549;fg-cb;0.0
550;ei-jh;1.0
551;cg-ei;0.0
552;jg-ie;0.0
553;ef-dd;0.0
554;ij-ie;0.0
555;ff-bj;0.0
556;dg-eb;0.0
557;df-jd;0.0
558;ii-ji;0.0
559;ji-fa;0.0
560;eh-hf;0.0
561;id-jg;0.0
562;be-gf;0.0
563;c-ie;0.0
564;e-hj;0.0
565;dj-hj;0.0
566;gh-jj;0.0
567;jj-bg;0.0
568;ig-ej;0.0
569;ca-ig;0.0
570;jh-gb;0.0
571;ef-baa;0.0
572;baa-b;0.0
573;ff-be;0.0
574;fc-di;0.0
575;he-fb;0.0
576;ce-j;1.0
577;jd-be;0.0
578;da-hf;1.0
579;jh-ib;0.0
580;ia-eb;0.0
581;j-bab;0.0
582;bab-hd;0.0
583;bab-bd;0.0
584;gi-ji;0.0
585;ge-bac;0.0
586;bac-fi;0.0
587;baa-fd;0.0
588;bb-bad;0.0
589;bad-ja;0.0
590;cd-bae;1.0
591;bae-bb;2.0
592;bj-bi;0.0
593;gc-df;1.0
594;h-cj;0.0
595;ig-ef;0.0
596;ca-ia;0.0
597;be-baf;0.0
598;baf-ji;0.0
599;hb-ea;0.0
600;fe-d;0.0
601;db-bag;0.0
602;bag-ge;0.0
603;hd-ia;0.0
604;ci-ie;0.0
605;bg-fj;0.0
606;ej-bah;0.0
607;bah-be;0.0
608;cb-bb;0.0
609;d-bad;0.0
610;bae-hh;0.0
611;ij-fi;0.0
612;bd-bai;0.0
613;bai-bac;0.0
614;ef-baj;0.0
615;baj-ea;0.0
616;dg-bba;0.0
617;bba-ih;1.0
618;baf-fd;0.0
619;ed-bbb;0.0
620;bbb-bj;0.0
621;i-eb;0.0
622;jf-ia;0.0
623;dc-bbc;0.0
624;bbc-ba;0.0
625;bb-ej;0.0
626;hi-bbb;0.0
627;ea-ih;0.0
628;gg-bbd;0.0
629;bbd-jc;0.0
630;bad-bi;0.0
631;ia-ie;0.0
632;cc-bbe;0.0
633;bbe-ge;0.0
634;fa-jf;0.0
635;di-fb;0.0
636;di-ba;0.0
637;ea-bbc;0.0
638;ej-bbf;0.0
639;bbf-hi;0.0
640;cj-bbg;0.0
641;bbg-fi;0.0
642;bd-bbh;0.0
643;bbh-he;0.0
644;di-c;0.0
645;ig-baa;0.0
646;hf-bbi;0.0
647;bbi-bbd;0.0
648;gg-ej;0.0
649;bba-bbi;0.0
650;bj-jg;0.0
651;bbb-fc;0.0
652;cc-bbj;0.0
653;bbj-bag;0.0
654;hc-bca;0.0
655;bca-ef;0.0
656;ib-g;0.0
657;ec-jg;1.0
658;jb-bbf;0.0
659;bca-a;0.0
660;eb-he;0.0
661;ia-bcb;0.0
662;bcb-fa;1.0
663;bbe-hb;0.0
664;db-bj;2.0
665;db-baj;1.0
666;eb-ea;0.0
667;f-fc;0.0
668;ed-be;0.0
669;ij-db;0.0
670;bah-bcc;0.0
671;bcc-bag;0.0
672;bbf-bc;0.0
673;ed-bah;0.0
674;bb-bbb;0.0
675;di-hj;0.0
676;ge-bc;0.0
677;bd-bcd;0.0
678;bcd-baf;0.0
679;bbg-ic;0.0
680;ia-bce;0.0
681;bce-jd;0.0
682;bba-bcf;0.0
683;bcf-bj;0.0
684;baj-bcg;0.0
685;bcg-cc;0.0
686;bbj-dj;0.0
687;bbf-eh;0.0
688;ed-jj;0.0
689;bbf-baj;0.0
690;ja-jb;0.0
691;fh-dj;0.0
692;bcd-eg;1.0
693;ed-ie;0.0
694;h-bch;0.0
695;bch-bag;0.0
696;jd-ff;0.0
697;bai-ca;1.0
698;db-gf;0.0
699;bbc-bci;1.0
700;bci-gg;0.0
701;cc-dh;0.0
702;bbf-bcj;2.0
703;bcj-gb;0.0
704;be-baa;0.0
705;bcj-bda;0.0
706;bda-ha;1.0
707;ja-e;0.0
708;ee-dc;0.0
709;bj-bag;0.0
710;bcb-gb;0.0
711;bcj-gg;0.0
712;bbe-bca;0.0
713;f-bch;0.0
714;ec-ig;0.0
715;g-ge;1.0
716;ia-jf;0.0
717;gf-bdb;0.0
718;bdb-dg;0.0
719;hf-bbe;0.0
720;hb-bdc;0.0
721;bdc-hf;0.0
722;ih-dj;0.0
723;jf-bg;1.0
724;bcf-bdd;0.0
725;bdd-bai;0.0
726;jg-gj;0.0
727;bd-bdb;0.0
728;ij-bg;0.0
729;bci-bdd;0.0
730;ic-ff;1.0
731;bbf-cc;0.0
732;hi-bba;1.0
733;db-bde;0.0
734;bde-ii;0.0
735;ei-bbh;0.0
736;fd-ib;0.0
737;ja-ej;0.0
738;dc-hd;0.0
739;bah-jc;0.0
740;bbh-cf;0.0
741;baj-bbc;0.0
742;bde-bbd;0.0
743;bbj-jb;0.0
744;ea-da;1.0
745;hc-bdf;1.0
746;bdf-jf;0.0
747;ib-b;0.0
748;fc-hj;0.0
749;hh-jg;0.0
750;ic-bac;0.0
751;fb-bcg;0.0
752;bci-fe;0.0
753;bh-gh;0.0
754;de-bda;0.0
755;bah-jg;0.0
756;bb-bce;1.0
757;bj-gb;0.0
758;bbd-de;0.0
759;bc-ci;0.0
760;baj-if;0.0
761;da-d;0.0
762;jb-ha;0.0
763;jb-bdc;0.0
764;bi-bcb;0.0
765;jg-bbd;0.0
766;a-hj;0.0
767;ia-bad;0.0
768;hh-jd;0.0
769;bdf-bbg;0.0
770;ja-bdg;0.0
771;bdg-gd;0.0
772;jb-fc;1.0
773;ei-bdf;0.0
774;cb-bdh;0.0
775;bdh-bde;1.0
776;cj-be;0.0
777;bcg-bag;0.0
778;ga-bac;0.0
779;bae-jg;0.0
780;ji-bcb;0.0
781;jf-je;0.0
782;ih-ib;0.0
783;bbj-ei;0.0
784;jc-ij;0.0
785;bbb-bdb;0.0
786;eh-jg;0.0
787;bab-bcg;0.0
788;cf-ci;0.0
789;gf-gj;0.0
790;ce-bcc;0.0
791;bci-hd;0.0
792;bai-jd;0.0
793;jf-fa;0.0
794;bci-baf;0.0
795;eg-jj;0.0
796;bab-j;0.0
797;gc-bb;0.0
798;ig-fe;0.0
799;ch-bca;0.0
800;bj-fb;0.0
801;bdh-bdi;0.0
802;bdi-bde;0.0
803;g-ha;0.0
804;jc-bbd;0.0
805;ha-bdb;0.0
806;baa-bd;0.0
807;ce-je;0.0
808;fb-bdj;0.0
809;bdj-eg;0.0
810;gc-bdc;0.0
811;gi-db;1.0
812;ed-hc;0.0
813;bcj-bea;0.0
814;bea-f;0.0
815;bda-f;0.0
816;gg-bbg;0.0
817;jg-hf;0.0
818;bdf-ff;1.0
819;fi-beb;0.0
820;beb-cb;0.0
821;bcj-bba;0.0
822;gb-ef;0.0
823;bj-bec;0.0
824;bec-ef;0.0
825;bc-ba;0.0
826;ja-bbf;0.0
827;g-bed;0.0
828;bed-ij;0.0
829;cb-ee;0.0
830;dd-jd;0.0
831;cg-bee;0.0
832;bee-ee;0.0
833;ba-bef;0.0
834;bef-hb;0.0
835;hg-bef;0.0
836;gc-gj;0.0
837;ef-ia;0.0
838;ej-beg;0.0
839;beg-bac;0.0
840;fg-fi;2.0
841;fb-ba;0.0
842;fi-bad;0.0
843;he-fj;0.0
844;hd-bdg;0.0
845;bdg-bai;0.0
846;ib-fi;0.0
847;ej-jb;0.0
848;hg-bh;0.0
849;bbi-cj;0.0
850;ff-dg;0.0
851;ff-h;0.0
852;fd-f;0.0
853;hi-beh;8.0
854;beh-if;0.0
855;fg-eh;0.0
856;bch-bei;0.0
857;bei-ja;1.0
858;jh-jd;0.0
859;j-jg;0.0
860;hh-jj;0.0
861;ed-bbe;0.0
862;bj-bej;0.0
863;bej-ed;0.0
864;dh-bfa;0.0
865;bfa-hi;0.0
866;jc-jb;0.0
867;baj-ia;0.0
868;hb-i;0.0
869;bec-bbh;0.0
870;ch-ef;0.0
871;eb-bce;0.0
872;hf-da;0.0
873;fi-bfb;0.0
874;bfb-ig;0.0
875;gf-di;0.0
876;he-bfc;0.0
877;bfc-bch;1.0
878;be-bdh;0.0
879;baj-bfd;0.0
880;bfd-bdh;0.0
881;df-ib;0.0
882;gd-bcg;0.0
883;bdj-di;0.0
884;bfb-bbh;0.0
885;ce-bbg;0.0
886;fe-bec;0.0
887;jb-bfe;0.0
888;bfe-bi;0.0
889;gc-bff;0.0
890;bff-hi;0.0
891;fb-de;0.0
892;bf-ch;0.0
893;gb-bdj;0.0
894;fj-bbf;4.0
895;bdh-hh;2.0
896;bef-bfg;1.0
897;bfg-g;0.0
898;gg-bfh;0.0
899;bfh-b;0.0
900;bbc-bff;0.0
901;gc-bfi;0.0
902;bfi-bad;1.0
903;cc-bca;1.0
904;eh-ge;0.0
905;hd-bcb;0.0
906;bbe-bee;0.0
907;baj-bca;0.0
908;bcj-bfi;0.0
909;hh-bi;0.0
910;baf-ej;0.0
911;gi-bee;0.0
912;jd-bcg;0.0
913;bg-bfj;0.0
914;bfj-ej;0.0
915;bdh-bga;0.0
916;bga-gc;1.0
917;hd-bfa;0.0
918;bcf-bdc;0.0
919;bdi-bd;0.0
920;ga-eb;0.0
921;ia-bda;1.0
922;bfc-cd;0.0
923;bah-bcj;3.0
924;bdb-bgb;0.0
925;bgb-bbj;0.0
926;bbd-cj;0.0
927;h-ef;0.0
928;fd-bgc;1.0
929;bgc-da;0.0
930;cc-je;0.0
931;bi-bgd;0.0
932;bgd-ef;1.0
933;ee-ca;0.0
934;ca-jb;0.0
935;fe-bdg;0.0
936;jc-baj;0.0
937;eh-bai;0.0
938;ci-baa;0.0
939;bec-bi;0.0
940;bbe-hg;0.0
941;bdh-hb;0.0
942;ih-cb;0.0
943;bbe-c;0.0
944;fi-bci;1.0
945;gj-bge;0.0
946;bge-fe;0.0
947;gf-bdj;0.0
948;bdd-da;0.0
949;je-h;0.0
950;eh-eg;0.0
951;bfb-bgf;0.0
952;bgf-jg;0.0
953;ie-bef;0.0
954;j-bgg;0.0
955;bgg-ic;0.0
956;fc-bgh;0.0
957;bgh-gj;0.0
958;bcj-fc;1.0
959;bgh-bdd;0.0
960;gj-bcb;0.0
961;de-bed;0.0
962;je-bbg;0.0
963;gj-bfd;0.0
964;ja-bgi;0.0
965;bgi-bed;0.0
966;gb-i;0.0
967;ij-bgj;0.0
968;bgj-bda;0.0
969;hc-bbb;0.0
970;ed-bdb;0.0
971;d-bge;2.0
972;bfj-hc;0.0
973;bca-bbi;0.0
974;bab-bef;0.0
975;bfe-ed;0.0
976;bcc-bdg;0.0
977;be-ei;0.0
978;jd-eg;0.0
979;gd-f;0.0
980;fa-bdf;0.0
981;jc-cj;0.0
982;bab-gc;0.0
983;ba-bda;0.0
984;eb-bba;0.0
985;beb-ib;0.0
986;fh-bha;0.0
987;bha-hb;0.0
988;baj-bhb;0.0
989;bhb-bdc;0.0
990;a-bh;0.0
991;bch-bhc;0.0
992;bhc-bed;0.0
993;bcg-h;0.0
994;bcb-bhd;1.0
995;bhd-cd;5.0
996;b-ic;0.0
997;dd-fd;1.0
998;bah-ie;0.0
999;bca-bfe;0.0
1000;dj-bae;0.0
1001;fe-je;0.0
1002;eg-fd;0.0
1003;gj-db;0.0
1004;ee-bhe;0.0
1005;bhe-jb;1.0
1006;id-bgg;1.0
1007;bbj-ge;0.0
1008;di-bbb;0.0
1009;bfj-bcj;0.0
1010;bhd-da;7.0
1011;bcg-bgg;0.0
1012;bef-bhf;0.0
1013;bhf-bha;0.0
1014;bh-hi;0.0
1015;bae-bef;0.0
1016;ia-bdj;0.0
1017;bfa-hh;0.0
1018;j-bhg;0.0
1019;bhg-ce;0.0
1020;bfb-bhh;0.0
1021;bhh-ih;0.0
1022;ja-db;0.0
1023;dg-ig;0.0
1024;b-ij;0.0
1025;fe-bhd;0.0
1026;bbg-ed;0.0
1027;bci-bbj;0.0
1028;bgj-db;0.0
1029;bc-dg;0.0
1030;bi-bhi;0.0
1031;bhi-a;0.0
1032;hg-bhj;2.0
1033;bhj-ij;0.0
1034;ci-bia;0.0
1035;bia-ba;0.0
1036;bbb-bib;0.0
1037;bib-he;0.0
1038;bf-g;0.0
1039;ea-bic;0.0
1040;bic-gf;0.0
1041;ih-bef;0.0
1042;eg-h;0.0
1043;jg-bia;0.0
1044;hj-bac;2.0
1045;dd-bcb;0.0
1046;bac-hi;0.0
1047;ha-bdh;0.0
1048;gg-bid;0.0
1049;bid-bgf;0.0
1050;bee-ia;0.0
1051;hg-fa;1.0
1052;jg-bde;0.0
1053;gf-c;0.0
1054;jg-ha;0.0
1055;bfg-bag;0.0
1056;fh-cf;0.0
1057;bbc-bie;1.0
1058;bie-bgf;1.0
1059;di-bcg;0.0
1060;bcf-jg;0.0
1061;hb-bif;0.0
1062;bif-bgh;0.0
1063;bhi-baj;0.0
1064;ea-gf;0.0
1065;bfg-big;0.0
1066;big-ha;0.0
1067;hd-jd;0.0
1068;ei-jj;0.0
1069;ci-df;0.0
1070;bce-bi;0.0
1071;bcb-bgf;0.0
1072;fb-bfb;0.0
1073;jf-ie;0.0
1074;hj-bfg;5.0
1075;bc-bih;0.0
1076;bih-c;0.0
1077;fh-fg;0.0
1078;bgc-bii;0.0
1079;bii-ib;0.0
1080;jd-bij;0.0
1081;bij-j;0.0
1082;hh-c;0.0
1083;bic-jd;0.0
1084;fg-bgg;0.0
1085;gb-bfe;0.0
1086;bga-fg;0.0
1087;bdc-bfj;0.0
1088;cb-ff;0.0
1089;bcc-ij;0.0
1090;gd-fj;0.0
1091;be-jd;0.0
1092;ig-fb;0.0
1093;fh-bja;0.0
1094;bja-beg;1.0
1095;je-bjb;0.0
1096;bjb-bbi;0.0
1097;hd-bef;0.0
1098;ca-fi;0.0
1099;bdh-bjc;0.0
1100;bjc-a;0.0
1101;bfc-bdb;1.0
1102;ca-big;0.0
1103;j-c;0.0
1104;gh-hj;0.0
1105;jh-ja;0.0
1106;bih-bed;0.0
1107;ei-bca;0.0
1108;bae-bie;1.0
1109;bg-dh;0.0
1110;di-bjd;0.0
1111;bjd-bcc;0.0
1112;bhg-bfg;0.0
1113;eb-fi;0.0
1114;gg-beh;0.0
1115;ic-ji;0.0
1116;bda-baj;2.0
1117;ga-ei;0.0
1118;df-bgd;0.0
1119;bjb-bag;0.0
1120;gj-ch;0.0
1121;ed-bcd;0.0
1122;bdj-fg;0.0
1123;cj-bje;0.0
1124;bje-di;0.0
1125;fh-bfg;1.0
1126;ba-hi;0.0
1127;bhh-eh;0.0
1128;j-bcd;0.0
1129;bgg-ij;0.0
1130;ci-bee;0.0
1131;gh-bjf;0.0
1132;bjf-fg;0.0
1133;ig-f;0.0
1134;ce-ij;0.0
1135;bia-bgh;0.0
1136;bcd-he;1.0
1137;ee-bjg;0.0
1138;bjg-d;1.0
1139;baf-bgf;0.0
1140;bf-ie;0.0
1141;bgf-di;0.0
1142;bab-di;0.0
1143;jb-bad;0.0
1144;bec-bgg;0.0
1145;bii-bbc;0.0
1146;bgg-bj;0.0
1147;ec-if;0.0
1148;bgf-bee;0.0
1149;bfi-jf;0.0
1150;ef-beh;2.0
1151;bgg-bhb;0.0
1152;baj-g;0.0
1153;fc-bjh;0.0
1154;bjh-hf;0.0
1155;bch-e;0.0
1156;de-bji;0.0
1157;bji-bij;0.0
1158;je-dc;0.0
1159;bjh-bjj;0.0
1160;bjj-bei;0.0
1161;bic-c;0.0
1162;ie-he;0.0
1163;fe-ch;0.0
1164;bbh-bbb;0.0
